SQ1174	SQ1670	SQ2557	SQ2572	SQ2921	SQ3197	SQ3529	SQ3624	SQ4172	SQ4389	SQ5897	SQ6147	SQ7324	SQ10	SQ13	SQ14	SQ20	SQ4	SQ5	SQ6	SQ8
-10.69	39.02	70	-10.67	1.62	34.17	103.84	103.05	158.76	134.27	-22.35	37.3	-15.64	6.46	34.54	50.03	180.92	29.1	8.93	-25.53	-19.87
72.36	40.52	6.32	21.37	50.69	61.77	35.75	61.46	62.38	43.55	59.19	48.63	53.54	46.9	21.58	45.88	44.48	52.18	77.38	71.02	15.47
43.98	241.97	199.55	77.3	177.33	202.87	72.93	183.58	295.59	244.89	22.93	61.71	63.17	102.73	146.4	105.53	285.23	27.66	193.1	6.06	15.47
-10.69	-10.4	-5.92	1.99	-15.34	-1.41	0.21	-14.32	-24.19	-5.58	-17.07	-2.77	-13.01	9.7	-2.15	-16.67	-18.04	-12.64	-8.48	-14.78	-22.7
-12.79	-17.14	-14.33	-18.87	-18.91	0.37	-1.37	-15.1	-19.29	-3.61	-14.06	-3.64	-34.04	7.27	-20.13	3.92	-8.73	-22.69	-15.58	-13.52	-21.99
35.57	9.82	63.85	84.02	-3.74	79.59	30.22	53.63	36.25	156.04	35.01	77.41	42.16	79.27	144.95	72.63	103.01	65.9	14.74	11.74	11.23
25.06	52.5	63.85	174.54	72.1	121.5	73.72	63.81	51.77	101.34	89.46	46.89	71.05	71.18	31.66	29.89	116.31	49.29	67.68	33.19	23.25
-2.28	4.58	-18.92	-0.99	-14.45	19.04	38.12	2.83	2.77	-7.54	-0.47	4.2	-16.52	51.76	0.01	36.4	1.92	24.77	-10.42	17.42	-19.87
18.75	-1.41	-41.83	4.23	9.65	-4.08	-17.15	-6.53	12.57	41.59	43.32	56.48	12.39	14.55	-46.74	11.58	-57.98	7.5	62.51	339.07	50.12
-24.36	-47.85	65.39	53.42	-2.84	17.27	-2.16	-40.03	-34	-9.5	-31.4	-46.29	36.03	18.6	97.22	-135.71	-19.37	52.18	42.49	11.11	23.95
-1.22	-10.4	-15.09	-3.97	-6.42	-4.97	-2.16	-12.77	-27.46	6.86	-8.77	-1.9	-20.02	25.07	-9.34	-7.27	-20.7	-0.42	-8.48	9.22	-16.34
110.18	39.77	57.7	51.93	70.31	59.99	42.86	59.11	71.36	61.92	42.56	86.14	45.66	55.8	88.56	80.99	11.23	65.9	63.8	38.87	43.05
-19.1	-43.36	-60.14	-64.29	-56.42	-61.86	-64.46	-70.38	-26.64	-73.6	-50.26	-20.18	-53.32	-36.39	-92.07	-55.34	-57.98	-62.16	-52.34	-44.5	-84.92
72.36	9.82	16.27	10.93	6.08	69.79	7.31	27.82	66.46	-15.39	4.05	116.7	44.79	-24.26	11.51	2.15	-39.34	-29.16	-9.77	-42.6	-21.99
-0.17	-22.38	25.47	16.15	21.25	37.73	26.27	44.24	-10.3	15.38	38.03	15.52	36.03	-17.8	44.61	-21.37	25.86	10.38	-29.12	25.62	4.87
67.1	133.48	212.09	169.29	154.14	167.06	204.93	184.37	158.76	190.43	403.78	161.29	151.66	334.37	149.3	115.15	56.45	134.8	103.27	350.54	186.58
1.93	-5.91	0.96	2.74	-9.99	5.7	2.57	-2.63	19.11	22.58	1.79	1.58	-34.04	52.57	5.76	-4.91	-20.7	32.7	-3.97	-19.21	-13.51
-15.95	-1.41	-13.57	-18.12	-0.17	-6.75	-17.15	-14.32	-17.65	-6.88	8.58	-13.22	-20.9	3.23	-9.34	2.74	-6.73	1.02	-18.16	17.42	-27.65
4.03	-4.41	-17.39	8.7	5.19	-3.19	12.84	-14.32	4.4	-6.23	-5.76	9.42	-14.76	40.43	-25.17	-13.73	-0.74	15.41	-25.25	-37.54	-19.16
99.68	80.22	117.84	97.46	77.45	68	114.95	67.73	66.46	75.05	87.19	80.91	78.94	135.11	137.71	121.77	172.92	183.73	134.42	144.13	158.01
148	251.81	198.76	207.58	141.66	164.38	357.82	375.72	193.92	238.9	363.12	363.43	243.91	250.1	177.61	188.6	247.04	246.29	201.61	232.49	547.49
90.22	59.25	124.8	86.26	155.03	73.35	84.02	43.46	33.8	48.14	72.81	53.86	33.4	79.27	81.35	160.51	34.51	83.98	62.51	219.22	45.17
163.75	130.47	247.51	168.54	252.29	197.49	284.31	247.29	141.6	125.04	260.2	100.11	220.15	293.04	230.87	162.95	152.93	180.8	191.13	279.97	152.31
675.67	251.81	358.4	118.38	644.23	97.41	323.82	419.96	88.51	172.56	69.78	52.99	269.46	34.77	255.81	796.42	265.12	213.1	474.89	240.08	360.69
-15.95	6.07	1.73	40	37.31	19.04	5.73	2.05	-20.1	10.79	7.83	55.61	37.78	85.74	9.36	46.47	36.5	19.01	31.52	39.5	-1.49
-2.28	3.83	-4.39	31.8	-15.34	-12.08	25.48	-4.97	-7.85	9.48	-13.3	-21.92	-20.9	5.66	-23.73	2.74	-16.71	-6.89	-17.51	-9.1	-29.06
132.24	71.98	110.88	110.91	69.42	120.61	161.06	92.83	32.99	111.87	100.82	111.46	42.16	115.68	149.3	124.18	63.77	166.9	82.56	156.74	90.49
585.95	495.62	710.18	540.9	425.93	352.35	271.44	482.8	396.18	745.92	81.13	233.15	177.99	204.74	1114.29	446.92	1303.74	342.47	522.48	127.11	379.17
11.39	3.08	20.87	30.31	1.62	32.39	19.16	12.98	41.97	20.62	32.74	26.84	15.01	28.3	25.9	27.52	6.57	29.1	18.61	-11.62	29.61
164.8	652.18	293.49	140.83	80.12	420.44	98.29	221.74	506.77	339.28	64.49	170.05	308.3	118.92	80.63	558.06	318.13	83.98	153.28	44.55	469.66
54.49	58.5	54.62	64.61	29.28	90.28	100.67	71.65	95.04	60.61	81.89	73.93	92.07	93.02	43.89	39.36	44.48	72.41	65.1	36.35	71.36
45.03	1.58	13.21	16.15	44.45	15.49	21.53	36.42	-1.31	18	1.04	35.56	20.27	46.1	-12.22	29.89	39.83	21.89	31.52	26.89	38.8
6.14	-2.91	4.79	-8.44	-2.84	11.04	16	5.17	13.39	10.14	7.07	18.13	4.5	18.6	-2.87	3.92	-15.38	0.3	17.32	114.51	-9.98
-33.83	-35.87	-31.14	-20.36	-25.16	-11.19	-28.98	-19	-29.09	-8.19	-29.9	-8.86	-35.79	4.04	-38.83	-13.14	-22.7	-42.8	-29.12	-33.12	-41.08
95.47	54	142.64	177.54	74.77	56.43	103.84	95.19	99.94	68.49	59.95	63.46	46.54	139.16	75.59	95.94	38.5	74.58	106.51	48.33	150.88
856.5	1087.22	1120.76	471.34	386.47	295.44	1317.73	800.27	401.98	393.97	-2.74	303.48	401.4	14.55	492.84	1057.98	435.75	513.66	672.85	-24.9	969.54
4.03	29.29	4.79	0.5	-18.91	26.16	4.15	-4.97	37.89	32.41	-14.06	23.36	1.88	103.54	-7.19	4.51	-8.06	26.22	-11.71	-19.84	-8.56
12.44	-13.4	-18.92	-3.22	-15.34	-1.41	-2.16	-5.75	-7.03	2.28	-16.32	25.1	-18.27	13.74	-12.94	-4.91	-15.38	-1.85	-11.06	-17.31	-15.63
30.32	30.04	21.63	16.89	16.79	27.94	46.03	16.88	19.11	6.86	41.05	11.16	40.41	25.87	38.13	86.96	17.88	64.45	77.38	5.43	-14.92
-15.95	-23.88	-38.77	-26.31	-19.81	18.16	-10.05	-28.35	-12.75	-11.47	-25.37	5.94	-19.14	-16.99	-11.5	-22.54	-12.72	-27	3.13	-33.75	-36.13
140.64	521.53	218.37	56.41	189.82	342.4	92.74	182.78	200.47	654.34	90.97	74.8	423.67	58.23	227.94	296.22	319.48	126.79	319.44	253.37	118.87
47.13	94.46	55.39	121.37	46.23	84.93	55.52	94.4	59.12	58.64	51.63	101.86	44.79	91.4	89.29	86.36	94.36	55.79	80.61	74.17	74.19
56.59	29.29	53.86	38.51	6.97	32.39	31.8	11.42	19.11	46.18	28.21	47.76	13.26	55.8	50.37	67.27	-9.39	24.05	9.58	48.33	46.58
155.35	171.06	218.37	266.33	237.11	178.69	190.55	125.87	503.43	149.44	200.44	150.8	670.69	52.57	96.5	161.73	92.36	135.53	389.62	59.68	35.97
91.27	86.22	43.1	54.17	40.88	45.74	78.47	36.42	43.6	50.11	46.34	49.51	44.79	91.4	56.13	97.14	109.66	70.24	65.74	156.74	47.29
287.59	245.76	325.44	125.11	416.06	455.09	327.05	149.54	205.38	463.37	198.91	66.95	92.95	109.21	974.29	454.87	2751.19	2418.89	403.25	45.18	154.45
-4.38	-15.64	1.73	3.48	-3.74	-4.97	12.05	9.86	-3.76	4.24	21.42	13.78	0.13	21.02	-10.06	15.12	2.58	-1.13	-8.48	-12.89	5.57
-0.17	5.33	46.94	24.35	15	49.3	29.43	16.1	15.02	25.86	7.07	12.04	22.02	-0.81	-12.22	2.74	-6.07	37.03	-9.13	-3.41	-5.73
125.94	107.21	224.66	257.28	119.36	168.85	95.11	21.57	95.04	38.97	114.46	101.86	147.28	80.08	222.82	62.51	150.27	112.26	105.86	27.52	165.15
69.21	495.62	482.63	124.36	172.87	111.68	181.78	242.49	474.23	360.17	10.85	78.29	126.24	40.43	262.43	136.86	82.39	85.43	252.27	30.67	191.59
49.24	45.76	83.09	73.57	66.75	86.72	42.07	16.1	47.69	100.68	44.83	115.83	68.43	46.9	57.57	67.27	58.45	69.51	83.85	80.48	70.65
45.03	135.73	119.38	63.87	154.14	89.39	38.12	11.42	154.67	37.65	54.66	38.17	206.97	20.21	125.4	102.53	-2.74	50.01	121.43	14.26	138.78
151.15	25.54	56.16	34.78	9.65	28.83	43.65	59.11	22.37	107.26	33.5	61.71	22.89	75.22	17.99	108.54	17.21	85.43	29.58	63.46	29.61
99.68	65.99	126.35	137.83	85.48	97.41	66.6	109.34	12.57	145.48	86.43	96.62	92.95	209.6	139.15	246.03	114.32	237.42	79.97	117.66	130.24
15.6	-4.41	4.79	9.44	6.97	6.59	9.68	13.76	28.09	21.93	13.87	38.17	-3.38	54.19	-7.19	27.52	-4.07	7.5	-5.9	27.52	-5.73
108.08	110.21	201.9	128.85	111.34	146.5	156.28	155.07	66.46	116.48	148.63	198.07	127.99	229.85	171.8	121.77	82.39	159.59	140.27	188.91	135.22
38.73	27.79	56.93	69.09	56.94	40.4	31.8	52.06	28.09	38.97	87.19	80.03	31.65	135.92	58.29	8.04	6.57	58.67	47.66	119.55	38.1
4.03	-21.63	-7.45	-1.73	-6.42	-10.31	-8.47	-11.99	-25.01	-1.65	-8.77	0.71	22.02	22.64	-8.62	-18.43	-22.7	6.78	-7.19	-21.1	-17.04
79.71	32.28	60.77	42.24	38.2	41.29	46.82	35.63	40.34	48.14	69.02	45.15	95.58	51.76	85.68	89.95	67.76	139.9	43.78	50.85	26.78
478.27	673.2	434.84	506.83	616.14	599.39	800.96	556.47	508.44	660.64	688.37	510.53	554.58	481.85	535.99	584.2	1103.48	598.36	626.11	511.25	479.5
230.93	309.55	369.71	309.45	283.56	324.32	372.42	214.57	206.2	317.77	264.04	226.13	290.63	185.3	261.69	321.6	292.61	281.9	271.47	52.74	375.47
37.67	3.83	40.8	19.13	41.77	41.29	46.82	27.82	39.52	40.93	31.23	59.97	19.39	61.47	41.73	47.66	59.11	58.67	53.47	24.36	16.88
13.5	19.55	50.78	11.68	44.45	17.27	34.96	43.46	28.9	71.77	-10.28	118.45	21.14	76.03	11.51	53	52.46	42.07	4.42	0.38	40.22
87.07	162.78	182.34	256.52	86.37	149.18	200.13	170.9	95.04	167.27	194.33	216.48	140.27	190.16	147.12	294.32	158.26	186.66	124.67	329.52	172.29
52.39	0.08	22.4	77.3	34.63	140.25	33.38	37.2	190.65	65.2	195.09	169.17	143.77	158.58	30.94	38.17	107	112.26	51.53	32.56	47.29
984.6	661.87	624.79	1643.98	1196.3	616.06	734.64	562.37	661.86	683.11	918.58	802.3	1841.84	592.78	291.18	1000.48	399.79	929.21	1595.25	333.98	602.58
8.24	-14.14	-15.09	-22.59	-18.91	-22.75	-4.53	-1.85	10.94	-3.61	-10.28	-6.25	-28.78	-8.09	-16.53	-33.68	-21.37	-18.38	-8.48	-1.52	-4.32
94.42	137.98	91.57	170.04	166.63	49.3	159.46	196.28	85.24	113.18	122.81	91.38	158.68	305.19	89.29	167.21	139.61	78.19	189.82	311.08	151.6
7284.28	3466.99	5985.51	4312.5	4900.08	6421.02	4974.45	6458.4	6971.74	1587.51	4630.85	7351.79	7150.11	1990.11	3791.61	2441.41	767.43	3989.03	2391.7	1314.06	4139.42
7572.57	3056.28	6152.6	4583.41	4946.19	6582.92	5048.84	5815.82	7132.09	1631.84	4617.63	7235.26	6754.37	2081.16	4014.82	2460.04	803.5	3750.33	2377.64	1402.51	4217.73
265.56	575.31	180	238.43	247.83	189.43	248.96	319.67	296.41	530.64	-21.6	135.93	79.81	25.87	388.05	190.43	668.47	-6.17	280.76	154.21	95.45
52.39	111.71	53.86	164.79	95.29	100.98	103.84	117.21	136.7	46.18	142.55	87.89	208.73	246.05	71.26	152.01	47.14	53.62	181.32	116.4	116.74
59.75	19.55	86.17	36.27	56.04	168.85	153.1	114.06	56.67	56.67	22.93	59.97	83.31	54.99	79.91	74.42	35.17	217.51	41.84	18.05	66.4
95.47	-3.66	2.49	84.02	37.31	129.53	73.72	63.03	175.93	19.96	104.61	165.67	96.45	22.64	35.98	-12.56	28.52	24.05	31.52	-4.68	-8.56
-3.33	318.7	120.93	-9.18	72.1	79.59	46.82	148.75	59.12	198.38	16.89	38.17	18.52	40.43	53.25	44.1	296.63	44.24	10.87	27.52	19.71
173.2	234.41	144.19	150.56	137.2	122.39	176.99	103.84	42.79	4.9	115.98	52.12	68.43	51.76	123.96	107.34	112.99	52.9	148.72	83.63	136.64
-13.84	-15.64	-12.8	-3.97	-18.91	-8.53	-6.11	-15.88	-11.93	-4.92	-11.79	-10.61	-21.77	8.08	-20.85	-11.38	-20.04	-11.92	-13.64	-25.53	-27.65
37.67	97.46	115.52	49.69	202.31	147.39	34.96	45.8	128.53	51.42	47.85	25.1	46.54	54.99	57.57	20.43	11.89	64.45	61.87	-8.47	38.8
2663.45	5605.56	4861.16	3123.04	3745.59	3633.9	1984.07	5436.59	5646.64	3152.33	1675.11	1678.27	4849.77	517.49	2299.29	3860.11	4866.58	1171.23	4342.9	259.7	4717.34
1389.36	4001.66	3189.99	1917.22	2198.84	2292	1247.5	3605.22	3526.06	2204.34	915.99	965.64	3043.87	330.31	1432.79	2629.99	3538.5	627.73	3102.77	147.28	3553.1
92.32	98.96	146.52	36.27	64.07	161.7	97.49	148.75	228.31	235.57	46.34	79.16	174.48	59.85	123.23	150.79	26.53	108.63	96.15	40.76	123.13
42.93	81.72	88.49	130.35	156.82	100.09	57.89	120.36	50.13	92.79	32.74	59.1	72.81	90.59	146.4	78.6	118.98	73.85	84.5	28.15	62.15
35.57	296.61	225.44	35.53	197.85	239.65	84.81	138.49	164.48	639.64	67.51	270.05	148.16	16.17	62.61	72.63	250.39	45.68	334.19	36.98	137.36
4.03	-11.15	-2.86	18.38	3.4	-0.52	25.48	11.42	6.85	-0.99	-20.84	9.42	8.88	28.3	-11.5	40.54	-24.03	3.18	-11.06	-22.37	2.75
77.61	24.05	56.93	87	11.44	150.08	99.87	75.57	45.24	86.22	47.1	56.48	72.81	131.87	94.34	91.15	43.82	31.26	70.27	11.11	48.71
31.37	20.3	13.21	22.86	32.85	36.84	24.69	8.29	83.61	6.21	70.54	18.13	64.05	13.74	4.32	9.81	-16.71	-6.17	59.93	-17.94	17.59
1.93	6.07	158.18	39.25	189.82	309.87	40.49	155.86	63.2	52.08	15.38	107.09	11.51	86.55	26.62	193.5	25.2	42.07	8.93	13.63	58.61
-13.84	9.82	30.06	-4.71	-1.95	41.29	13.63	0.49	19.11	-6.23	-16.32	-7.12	-1.63	23.45	-15.82	0.97	-24.7	0.3	5.71	-13.52	-14.22
-28.57	-55.34	-4.39	-21.84	-26.95	-7.64	-54.21	-35.36	6.04	-12.78	-43.47	-16.7	-25.28	-15.37	-23.01	-0.2	-45.33	-12.64	-0.74	-29.95	-59.46
68.15	5.33	65.39	40.75	15.9	74.24	56.31	52.85	64.01	56.02	38.79	39.92	43.91	38.01	59.73	51.81	49.8	45.68	16.68	31.3	18.3
240.38	147.75	295.09	111.65	208.55	56.43	137.19	94.4	120.36	142.18	110.67	218.24	123.61	87.36	97.22	101.33	46.48	147.18	269.48	171.24	188.73
5.08	125.22	26.23	-3.97	16.79	59.1	20.74	63.03	114.64	20.62	-2.74	55.61	107.84	27.49	73.42	29.89	178.92	26.22	34.74	-12.89	63.57
53.44	105.71	113.97	52.68	72.99	134	136.39	116.42	110.56	142.84	42.56	153.42	85.94	122.97	127.57	143.52	55.12	129.7	90.32	82.37	96.87
143.8	62.99	113.97	179.04	99.74	157.23	145.93	124.3	200.47	52.74	333.57	113.21	231.59	71.18	106.61	29.3	85.05	102.1	183.94	13	111.06
-8.59	-18.64	-3.63	-6.95	-15.34	6.59	3.36	-6.53	-14.38	-0.34	94.76	-0.16	-18.27	16.17	-10.06	9.81	-20.04	-9.04	-17.51	-13.52	-21.99
-25.41	17.31	-34.19	-36.74	-0.17	0.37	-13.21	-19	-0.5	-21.94	-35.17	-6.25	-23.53	-16.18	-37.39	-35.44	-26.69	11.09	-9.13	-36.91	-36.84
15.6	-5.16	-10.51	26.58	-14.45	96.52	99.87	9.86	95.04	-23.25	25.19	-10.61	63.17	-4.86	-20.13	-27.82	-37.34	-9.76	85.14	-44.5	-23.4
-5.43	16.56	17.8	-3.22	60.5	51.08	0.21	6.73	113.01	-7.54	-51.01	-46.29	53.54	-41.24	-18.69	3.92	5.24	-39.21	47.66	175.02	-18.46
14.55	-24.63	41.57	73.57	-27.84	36.84	20.74	-11.99	-34.81	-10.16	-27.63	-16.7	37.78	61.47	40.29	-11.38	3.25	33.42	12.8	-0.89	28.2
57.65	62.24	208.17	89.99	130.06	289.13	125.27	160.61	62.38	110.55	61.46	70.44	76.31	131.06	105.17	211.95	67.76	129.7	78.67	58.42	97.58
33.47	35.28	27	41.49	107.77	35.06	-36.87	16.88	51.77	39.62	41.81	88.76	26.4	1.61	54.69	-2.56	248.38	45.68	-8.48	102.53	-17.04
48.19	63.74	40.8	71.33	57.83	85.82	64.22	52.06	79.53	50.77	50.88	25.1	77.18	45.29	59.73	42.91	74.41	21.89	41.2	69.13	16.18
-1.22	0.08	13.21	-6.95	-6.42	3.92	-2.16	5.17	-6.21	6.21	45.59	-2.77	-2.5	15.36	-7.9	5.68	-14.05	-4.01	14.09	-12.26	-18.46
-44.34	-47.1	-80.72	-57.59	-36.77	-44.09	-50.27	-37.7	-34.81	-82.75	-66.84	-5.38	-48.06	-22.65	-60.41	-71.7	-44.66	-69.33	-76.85	-12.89	-19.16
240.38	262.42	152.74	151.31	101.53	67.11	131.62	197.07	198.83	86.88	25.19	58.22	295.05	59.04	136.98	267.9	369.35	108.63	145.47	-0.26	224.6
-9.64	-19.39	-5.92	-12.16	-9.99	-3.19	-10.84	-19.78	-20.1	6.21	-13.3	-1.9	-10.38	14.55	-11.5	2.74	-17.38	-12.64	-9.77	9.85	-14.22
27.16	5.33	52.32	112.4	16.79	19.93	23.11	5.17	-1.31	15.38	49.37	52.12	16.77	68.75	35.98	22.79	13.22	22.61	10.87	54.63	-8.56
58.7	149.25	238.04	176.04	154.14	233.37	169.02	158.24	233.22	331.2	47.85	98.36	151.66	47.71	459.19	270.41	456.85	182.26	162.4	18.05	351.12
152.2	68.98	84.63	167.04	44.45	55.54	132.42	69.3	49.32	57.33	17.64	37.3	35.15	28.3	168.89	118.76	61.11	169.09	65.74	-20.47	245.5
120.69	12.07	110.88	22.11	27.5	41.29	60.27	67.73	46.05	59.95	74.32	86.14	15.01	224.18	42.45	55.38	63.1	75.3	61.22	132.15	62.15
27.16	33.78	56.93	105.68	16.79	77.8	112.57	136.91	60.75	42.24	34.25	31.2	21.14	97.07	23.74	116.35	17.21	32.7	17.32	17.42	79.86
101.78	90.72	31.6	227.13	117.58	17.27	136.39	179.61	37.07	39.62	160.04	34.69	103.46	72.79	46.05	53.59	45.81	34.86	116.24	500.88	86.23
24.01	15.81	36.2	20.62	31.96	14.6	66.6	6.73	39.52	14.72	32.74	29.46	3.63	73.6	15.11	13.94	-3.4	27.66	34.1	85.52	-2.91
-3.33	-14.89	38.5	-21.84	-6.42	9.26	-6.11	-12.77	-36.45	-19.97	281.75	14.65	-13.01	105.97	-2.15	81.58	-0.74	63.73	30.87	80.48	-9.98
34.52	35.28	29.3	53.42	28.39	86.72	61.85	42.67	104.02	18.65	54.66	26.84	62.3	67.94	15.83	30.48	18.55	24.77	62.51	6.06	41.63
6.14	-14.14	11.68	-1.73	4.3	22.6	25.48	19.23	34.62	17.34	11.6	18.13	14.14	21.83	0.73	17.48	-24.7	63.73	6.35	-27.42	-4.32
9.29	7.57	13.97	2.74	10.54	2.14	36.54	25.47	-8.67	14.07	26.7	34.69	4.5	53.38	-12.94	48.84	-2.07	22.61	-5.26	14.9	15.47
100.73	121.47	113.97	110.16	89.04	74.24	167.43	147.96	124.44	163.97	163.84	112.34	105.21	115.68	58.29	125.39	54.46	112.99	90.32	128.37	151.6
58.7	99.71	52.32	18.38	103.31	105.44	8.89	26.26	24.01	34.38	48.61	47.76	57.92	50.95	72.7	28.7	24.53	50.73	76.09	-0.26	0.63
134.34	119.22	86.17	182.79	88.15	148.29	106.22	23.13	79.53	116.48	59.19	389.94	98.2	-21.84	132.64	155.65	349.11	53.62	65.74	655.95	33.15
129.09	136.48	104.69	110.16	148.79	120.61	130.04	173.27	127.71	177.85	147.11	99.24	90.32	154.54	100.11	230.5	122.97	128.25	72.21	59.68	78.44
11.39	65.24	31.6	22.11	60.5	48.41	64.22	92.05	19.11	77.02	150.91	51.25	86.82	75.22	133.36	54.78	44.48	79.64	78.67	52.74	25.37
-17	-32.87	-56.32	-43.44	-7.31	-25.42	-39.24	31.73	-69.15	-39.6	33.5	-28.01	-10.38	-11.33	-72.64	-23.13	-43.33	-40.64	-57.5	-29.32	-38.96
24.01	12.07	52.32	342.08	84.58	223.49	52.35	133.76	22.37	25.2	4.81	-7.12	-2.5	63.08	-6.47	72.63	-0.74	24.05	-10.42	49.59	45.17
172.15	31.53	70.77	7.95	103.31	90.28	-9.26	224.93	73.81	240.23	82.64	100.98	202.58	154.54	195.08	200.87	112.32	205.74	156.53	51.48	208.08
259.26	242.73	177.66	81.78	111.34	100.98	106.22	181.99	42.79	175.21	80.37	105.35	305.65	161.01	103	365.2	119.64	218.99	220.64	64.72	273.71
173.2	150	266.49	96.71	135.41	106.33	182.57	175.65	162.85	230.25	138.75	112.34	144.65	69.56	98.67	322.87	62.44	156.67	33.45	144.13	103.96
45.03	43.52	53.09	57.9	45.34	65.33	82.43	67.73	30.54	115.16	55.41	48.63	20.27	98.69	39.57	51.22	49.8	86.16	57.99	54	72.06
-54.86	-76.32	-67	-72.48	6.97	-59.19	-70.76	-29.13	-82.23	-82.1	-29.9	-19.31	-28.78	-59.03	-80.55	-89.77	-71.29	-70.76	-58.14	14.26	-70.07
17.7	35.28	54.62	66.1	-0.17	10.15	64.22	-40.81	37.89	27.17	1.04	-7.99	43.91	39.62	77.03	-38.37	21.21	16.85	68.33	19.94	-34.72
359.93	240.46	227.8	174.54	254.08	91.17	211.32	146.38	148.95	167.27	157.75	148.17	134.13	161.01	164.53	309.52	126.96	110.08	353.71	226.17	188.02
138.54	160.53	205.03	147.56	121.15	226.18	172.21	209	212.75	302.34	73.56	203.33	125.36	191.78	233.07	250.4	157.59	188.86	163.05	77.33	260.67
-24.36	-26.13	-32.67	-9.93	-15.34	-6.75	-9.26	-17.44	-18.47	-13.43	-15.56	-5.38	-26.15	17.79	-24.45	-23.13	-35.34	2.46	-31.05	-29.32	-32.59
391.36	228.36	248.3	158.05	228.19	267.52	188.16	269.73	169.39	163.31	364.68	250.71	479.97	301.95	229.41	347.82	261.1	216.04	240.39	237.55	155.87
7.19	3.83	60.77	1.99	28.39	53.75	15.21	45.8	13.39	19.96	11.6	9.42	23.77	19.4	12.95	20.43	-3.4	16.85	-1.39	-14.15	-13.51
56.59	40.52	82.32	67.6	104.2	22.6	54.73	36.42	3.59	42.24	50.88	109.71	92.07	159.39	68.38	95.34	73.08	76.75	57.34	134.67	96.16
30.32	45.01	35.43	24.35	46.23	35.06	-13.21	2.83	60.75	33.72	48.61	46.02	87.69	3.23	-3.59	15.12	116.31	-10.48	127.27	236.92	16.18
98.63	96.71	87.72	224.87	149.68	59.1	150.71	141.65	54.22	55.36	107.64	177.05	28.15	71.98	89.29	100.73	163.59	52.18	128.57	117.03	116.03
799.46	3384.35	1813.3	412.24	836.58	1917.95	1051.26	1954.79	2641.8	2329.37	35.77	1378.85	1382.15	236.33	2199.36	775.21	2974.35	124.61	766.77	-4.04	532.88
-14.9	-20.14	14.74	-0.99	-11.77	10.15	3.36	2.83	6.85	-3.61	-15.56	-5.38	-10.38	9.7	-12.22	12.76	-24.03	43.52	-18.16	-21.1	-22.7
42.93	15.06	36.2	29.56	8.76	51.97	38.12	7.51	41.97	31.76	23.68	13.78	22.02	58.23	23.02	41.73	3.25	30.54	25.71	16.79	20.42
75.51	83.22	96.2	232.4	111.34	81.37	192.95	210.59	144.05	175.21	152.43	173.55	200.82	327.88	151.47	215.04	185.59	78.19	85.79	166.19	74.19
-8.59	-3.66	10.15	-7.69	5.19	1.26	16	6.73	3.59	5.55	4.81	25.97	1.88	26.68	3.6	-1.97	-6.73	7.5	-9.77	24.99	-21.99
99.68	83.97	94.66	132.59	125.6	158.12	113.36	91.26	159.58	127.67	109.91	122.82	144.65	101.11	121.06	75.02	122.3	93.4	117.54	67.24	48.71
2.98	-15.64	-15.09	-7.69	-16.23	13.71	-10.84	-5.75	-20.1	-17.36	-23.11	-7.99	-18.27	7.27	-6.47	-23.13	-14.05	-11.2	-20.09	-28.06	-27.65
242.47	304.22	411.12	218.1	108.66	22.6	173.8	185.96	-2.13	-8.19	30.48	-9.73	-15.64	14.55	34.54	121.17	0.59	198.4	216.7	26.89	574.55
-19.1	-33.62	-7.45	-22.59	-19.81	-8.53	-21.1	-19	-14.38	-16.05	-17.83	1.58	-20.02	-10.52	-26.6	-11.97	-28.69	-12.64	-18.16	-35.01	-31.89
-8.59	-12.65	0.2	34.04	-2.84	17.27	1.79	2.05	2.77	5.55	-8.02	4.2	-14.76	12.93	-5.03	21.02	-4.73	-0.42	-8.48	-16.05	-7.85
0.88	5.33	13.21	10.19	4.3	29.72	29.43	40.33	34.62	92.13	34.25	30.33	64.92	19.4	5.76	9.22	-1.41	20.45	-5.9	20.58	9.11
432.21	441.03	583.96	545.55	422.34	520.11	390.3	416.67	462.57	424.51	376.39	359.02	519.46	574.98	516.68	649.75	510.14	606.28	413.5	330.79	460.6
205.74	234.41	216.8	57.15	379.3	60.88	99.87	119.57	96.67	158.68	145.59	64.33	135.01	107.59	66.22	94.14	95.02	65.18	76.73	278.07	123.13
66.05	420.1	41.57	17.64	158.6	112.57	76.89	54.41	210.29	56.02	32.74	21.62	550.07	43.67	0.73	82.78	9.23	13.25	821.62	-7.83	4.87
18.75	-2.91	-9.74	4.97	-7.31	-0.52	27.06	12.98	37.07	25.86	0.28	10.29	1.88	29.11	4.32	43.51	1.25	44.96	5.71	-2.78	3.45
7.19	-0.66	39.27	-20.36	-3.74	3.92	4.94	-4.19	10.12	18	15.38	23.36	-17.39	178.02	11.51	-4.91	-24.7	-4.01	3.77	-19.21	2.75
26.11	59.25	42.34	-13.65	-6.42	32.39	99.87	45.8	126.08	65.86	36.52	42.53	10.64	34.77	47.49	92.35	43.82	17.57	37.33	-1.52	2.04
28.21	17.31	11.68	34.04	2.51	12.82	23.11	10.64	31.35	19.96	5.56	27.72	9.76	19.4	-0.71	12.17	33.18	16.13	16.03	10.48	8.4
