AD043	AD111	AD114	AD115	AD118	AD119	AD120	AD122	AD123	AD127	AD130	AD131	AD136	AD157	AD158	AD159	AD162	AD163	AD164	AD167	AD169	AD170	AD172	AD173	AD177	AD178	AD179	AD183	AD185	AD186	AD187	AD188	AD201	AD202	AD203	AD207	AD208	AD210	AD212	AD213	AD218	AD221	AD224	AD225	AD226	AD228	AD230	AD232	AD234	AD236	AD238	AD239	AD240	AD241	AD243	AD247	AD249	AD250	AD252	AD253	AD255	AD258	AD259	AD260	AD261	AD262	AD266	AD267	AD268	AD269	AD275	AD276	AD277	AD283	AD285	AD287	AD294	AD295	AD296	AD299	AD301	AD302	AD304	AD305	AD308	AD309	AD311	AD313	AD314	AD315	AD317	AD318	AD320	AD323	AD327	AD330	AD331	AD332	AD334	AD335	AD336	AD337	AD338	AD340	AD341	AD346	AD347	AD350	AD351	AD352	AD353	AD355	AD356	AD360	AD361	AD362	AD363	AD366	AD367	AD368	AD370	AD374	AD375	AD379	AD382	AD383	AD384	AD10	AD15	AD16	AD18	AD19	AD1	AD2	AD31	AD3	AD4	AD5	AD7
28.35	83.44	30.845	110.07	88.11	51.3	63.3	102.41	120.265	55.3	4.88	26.49	97.61	79.745	41.285	20.06	31.25	23.51	112.455	8.9	71.03	1.58333	74.9	44.1	82.52	5.435	26.9	5.305	19.18	16.77	61.01	18.01	-2.68	63.83	42.25	-4.26	44.45	71.65	61.24	28.05	92.41	60.82	7.36	83.42	51.56	38.84	37.61	16.05	51.88	23.09	75.28	5.77	41.75	61.12	23.225	81.86	76.79	27.35	41.06	84.43	30.9233	38.7075	130.84	83.62	53.14	81.01	75.41	81.31	41.8167	127.21	35.46	106.455	85.98	69.45	35.77	65.81	71.56	-12.45	36.48	56.03	53.27	6.385	38.62	47.12	45.82	53.41	89.005	33.52	48.09	87.84	52.71	32.77	59.64	95.93	10.075	157.21	-26.81	48.43	58.55	22.015	129.6	86.32	64.515	62.9	22.635	60.065	58.79	70.405	46.4	75.72	40.54	55.59	52.37	96.87	18.33	2.5	60.14	7.54	20.54	77.64	22.52	64.63	23.575	34.745	26.63	14.585	39.475	6.99	66.66	54.68	85.93	59.71	108.97	29.74	53.06	8.94	47.77	55.03	53.48
21.06	333.59	468.455	1136.33	560.75	1253.68	436.75	727.2	69.36	697.81	1099.4	37.82	659.42	1075.4	965.665	1050.48	1446.74	61.12	795.03	1040.9	1004.04	1890.75	1015.55	1337.42	31.22	1299.95	993.13	1156.32	1150.71	40.98	563.385	1393.52	611.67	294.03	1485.26	1426.2	804.64	686.57	807.77	1464.04	119.88	55.96	795.92	669.8	677.56	1080.88	245.53	1350.1	241.82	351.52	883.85	849.71	1766.78	67.67	806.15	1053.79	788.25	1074.48	852.78	147.96	1876.05	864.555	217.59	1138.16	1132.69	639.755	762.64	973.31	1023.1	219.04	275.09	397.1	56.39	474.59	84.97	9.54	507.57	661.23	463.115	781.465	100.02	1593.92	651.7	264.6	1452.98	1622.76	1064.08	783.03	187.2	625.45	1207.22	1018.85	93.59	650.51	1441.18	425.44	1883.83	1208.37	757.165	58.43	1372.47	672.56	811.25	154.345	75.645	550.445	1681.86	686.685	694.39	45.06	1429.32	1035.73	2342.69	33.135	2211.62	1094.67	813.26	1389.68	751.71	43.66	214.27	157.42	811.01	87.44	2107.97	556.125	76.815	729.43	1085.92	1173.85	1280.27	1167.3	346.46	3198.51	580.58	1023.17	632.1	57.2	310.96
0.82	32.48	46.98	23.335	10.17	50.13	20.87	30.8	45.59	83.52	16.18	14.795	-11.49	2.41	60.82	43.93	37.8	20.585	3.67	19.19	13.165	-16.4333	46.495	46.88	28.53	19.27	26.71	8.47	11.61	20	5.42	23.23	-7.74	28.04	40.305	20.83	51.44	39.23	0.85	5.39	28.08	40.57	19.42	69.48	61.53	26.54	5.62	53.6	37.95	-6.45	27.89	66.88	26.66	2.18	74.905	6.67	38.06	73.01	8.79	29.21	30.5967	23.6225	157.59	49.67	163.38	34.365	74.33	36.21	10.66	65.94	-13.4	16.895	16.14	47.5	19.38	7.02	18.98	-20.71	30.295	-2.93	-0.69	34.58	25.95	50.75	17.14	44.94	27.95	11.1	34.94	107.57	10.27	42.86	17.63	25.44	23.075	14.26	3.7	35.71	-14.1	6.5	12.33	11.24	57.675	86.795	18.85	72.775	95.17	35.97	73.85	30.81	69.55	21.21	199	11.685	79.32	9.75	184.61	19.69	30.85	0.76	149.31	-32.15	133.565	12.505	24.16	7.23	26.94	7.68	25.71	60.24	48.56	109.14	98.27	1.68	1.86	11.57	92.39	34.09	30.43
50.23	28.23	-12.545	-16.94	-16.17	-25.94	-16.915	17.71	-18.93	10.63	-0.4	2.6	-24.23	-7.69	-7.86	-20.35	-10.46	4.115	-0.405	-13.775	-21.265	-15.4533	-2.12	-3.09	-21.7	9.975	18.41	-28.59	-16.78	30.48	15.445	15.41	-39.79	8.87	21.375	-6.27	-7.45	31.12	-8.15	16.72	-2.16	29.23	13.85	-1.23	45.58	13.7	-9.89	46.5	37.95	-38.33	-12.25	10.87	17.79	-23.09	4.625	-10.49	-0.44	-21.82	-1.07	-21.39	-22.19	-4.345	-48.95	-30.395	-40.57	-5.78	-16.55	1	-13.3833	21.82	-22.62	-4.3	-9.91	-24.12	13.6	-18.19	1.97	8.2	-7.8	-27.705	-16.415	-23.585	8.54	-31.87	11.29	3.36	-26.58	-1.58	-15.32	-10.81	4.34	-7.62	-13.88	-7.13	5.1	-19.56	-17.07	-23.87	-32.025	-42.79	-21.65	-10.84	79.045	39.535	-16.39	9.095	13.995	26.005	15.72	3.42	20.59	-20.99	-18.43	22.235	4.33	17.82	66.56	-18.98	21.69	-27.84	-42.6	-21.28	-28.07	-15.735	-17.11	-1.24	15.08	11.83	-19.25	-27.82	-17.23	-3.9	11.8	-41.34	-25.72	-36.28	-16.29	61.54	-4.14
92.4	61.15	68.4	50.125	55.73	93.42	76.105	86.26	62.125	119.97	28.99	34.075	38.85	49.19	47.18	56.69	130.82	24.95	59.13	26.785	73.115	32.8967	48.135	56.14	78.91	47.665	35.745	2.9	34.33	20	79.025	48.42	34.44	76.07	65.41	98.12	76.42	44.29	66.65	72.4	80.1	48.67	66.76	53.55	65.52	70.23	32.76	64.76	67.96	39.42	67.04	44.48	42.63	10.61	78.495	81.14	63.17	66.26	112.9	92.46	65.2167	68.2425	98.8	148.485	102.5	60.71	57.02	94.83	66.62	135.78	15.18	48.415	94.27	83.31	83.04	52.37	75.355	52.78	77.765	85.645	43.695	36.56	55.28	78.95	49.08	100.01	97.925	29.62	80.3	54.62	32.97	47.91	80.66	18.4	41.97	49.9	42.01	93.56	42.455	49.81	134.08	86.32	93.76	94.79	58.755	54.05	75.01	91.405	119.86	80.1	84.05	58.46	99.77	72.19	63.88	42.01	20.85	58.36	75.48	49.92	37.97	90.3	43.845	99.785	81.64	53.775	72.76	61.94	70.13	60.94	89.68	93.06	99.24	93.37	16.04	77.72	114.38	94.1	98.97
136.25	84.5	63.16	48.665	47.63	43.11	53.61	36.84	47.255	69.41	35.78	102.145	65.35	52.495	64.655	51.9	40.26	967.505	60.715	40.23	75.175	85.44	43.42	96.89	87.03	85	40.745	53.29	56.1	138.93	95.625	52.76	46.25	105.85	58.91	28.86	40.45	54.42	39.6	74.29	51.72	79.45	42.62	30.64	49.57	66.925	184.23	61.72	90.47	94.62	52.61	83.17	37.31	59.25	55.73	56.04	60.45	26.61	53.62	55.01	26.9733	31.9475	57.98	45.415	35.66	59.32	44.04	52.45	109.61	89.23	73.25	65.205	55.21	77.53	56.99	67.49	55.285	48.65	63.675	132.28	45.515	31.575	56.07	84.41	22.35	29.43	46.84	28.65	70.77	59.81	62.57	62.04	62.88	30.73	43.25	42.77	6.95	66.44	38.275	53.86	74.96	54.92	83.6	88.755	58.095	57.625	58.73	88.09	94.84	75.72	51.42	15.48	23.19	70.76	48.45	54.11	31.27	39.57	45.72	32.04	42.38	105.11	52.005	64.78	92.19	52.77	75.53	40.31	45.82	37.33	51.54	47.74	49.67	41.9	17.62	52.49	44.29	123.83	45.34
24.3	25.05	21.815	37.23	23.34	26.73	21.205	26.77	17.46	51.77	14.67	50.97	34.04	50.12	45.905	36.76	9.15	20.215	23.765	17.495	29.625	53.6167	41.335	59.84	21.34	29.35	39.66	-1.33	16.34	32.1	12.42	32.78	20.09	68.2	33.22	4.77	41.45	59.49	8.06	14.83	64.01	41.38	61.19	59.52	44.59	37.3	30.82	50.56	152.69	26.98	25.83	46.51	16.91	32.13	38.675	-1.91	24.52	22.13	15.06	24.76	12.1933	14.5475	23.45	7.34	12.2	36.6	49.45	22.67	70.8767	46.33	35.46	17.245	26.8	40.56	41.56	346.22	45.58	14.81	83.995	0.76	18.415	-0.935	9.33	38.03	22.35	29.43	61.16	29.62	47.36	77.46	51.72	32.77	26.51	58.03	47.44	29.4	10.2	30.47	18.14	13.845	19.48	34.09	113.69	75.735	48.23	66.775	42.57	80.36	77.08	57.1	51.42	4.03	35	38.745	7.83	25.07	148.42	116.92	26.27	20.42	33.55	5.38	7.62	14.085	40.395	18.6	36.37	43.79	31.94	24.84	32.96	46.41	111.89	22.25	9.74	33.31	26.86	49.97	11.45
160.64	100.43	96.485	124.885	100.24	113.3	134.91	164.1	137.87	103.51	126.44	145.3	99.23	106.4	118.035	105.56	174.81	103.8	74.07	93.735	116.185	79.51	171.58	169.2	190.22	116.32	171.235	68.805	130.02	122.71	80.62	81.41	53	180.6	132.315	73.02	126.44	153.82	163.3	120.49	236.64	96.46	72.33	80.43	144.32	154.38	188.12	183.49	188.12	166.95	166.05	163.6	171.6	134.96	166.95	110.62	156.51	136.3	127.3	112.13	110.253	99.39	152.24	73.86	123.61	95.2	129.5	72.29	76.1033	165.18	107.36	104.365	134.5	93.71	158.32	72.53	101.96	84.14	85.08	125.83	161.685	173.74	99.01	142.73	126.73	141.04	148.05	63.75	178.31	133.52	97.08	164	129.96	110.93	135.515	130.33	114.8	130.68	123.335	213.41	105.41	112.26	133.39	155.23	148.405	123.06	109.42	138.365	127.13	104.18	123.9	45.56	89.29	121.525	82.13	106.59	81.79	164.44	141.83	121.47	96.41	79.44	163.535	373.16	124.16	70.09	162.465	179.74	102.2	118.76	95.7	130.65	119.67	184.29	56.21	102.42	55.89	177.62	100.33
170.4	136.51	159.2	166.685	185.12	274.57	208.405	184.37	158.87	222.29	47.84	58.99	174.1	102.385	74.945	143.46	137.45	93.08	123.895	68.52	99.855	102.677	153.07	104.3	117.72	58.8	78.345	115.76	113.9	8.71	128.235	93.57	74.1	256.69	146.09	114.19	150.48	124.39	128.94	80.89	215.72	104.56	89.97	226.8	118.38	113.59	133.69	152.03	117.29	91.51	130.96	193.11	115.49	191	179.69	181.47	78.84	136.3	122.8	216.39	120.903	64.12	298.75	190.62	206.35	234.07	253.86	141.66	52.5567	265.51	112.89	142.81	200.71	105.26	202.71	162.38	205.78	55.26	175.095	157.835	121.545	160.1	59.24	296.85	118.11	153.08	301.01	112.49	167.94	272.47	149.26	203.36	116.22	113.57	95.985	212.88	67.35	157.36	112.87	126.78	183.4	101.03	123.23	235.58	86.9	180.58	65.26	170.26	115.83	128.25	84.05	147.72	128.46	263.78	43.54	223.97	256.41	93.71	57.17	116.1	157.02	139.65	151.21	521.86	128	45.475	129.945	110.49	307.45	128.55	184	148.2	310.15	81.2	108.94	240.72	179.29	128.91	122.09
17.83	12.31	7.025	11.36	2.07	-1.36	4.87	6.63	4.44	25.91	43.32	28.34	8.45	7.86	20.28	4.98	72.27	24.98	-8.81	3.68	8.085	3.19	18.425	37.62	18.65	29.75	25.4	-11.765	-3.53	14.35	6.37	9.33	-10.27	40.25	27.125	5.77	25.47	34.16	1.75	7.28	22.41	30.85	20.35	2.75	40.6	30.1	16.28	13.01	16.51	-7.23	16.57	-0.34	32.87	16.22	31.33	-1.91	2.25	7.96	-2.86	7.89	41.94	0.43	-3.06	1.645	9.52	-1.055	20.23	12.73	7.88	37.76	-11.56	7.5	16.14	23.24	47.35	-8.94	16.155	-14.93	21.125	-5.5	12.235	11.02	1.42	-0.11	-2.35	20.27	28.56	1.35	32.75	41.12	80.33	12.57	34.59	11.36	3.685	15.15	1.76	2.13	10.61	-8.59	5.17	6.41	62.385	45.49	8.045	23.735	38.875	52.715	71.43	26.43	35.1	-10.27	8.62	19.66	-1.97	25.88	84.2	-9.04	30.85	7.01	4.86	-10.42	10.94	13.345	31.24	6.21	32.52	20.84	-11.65	-14.66	29.99	38.44	8.89	-11.41	-2.87	4.34	33.25	53.59	42.63
1.63	10.18	9.315	-4.485	-12.11	-9.56	-8.415	-4.44	11.775	-4.65	-19.22	-11.94	-25.82	23.795	18.76	-9.27	-33.31	18.665	-19.055	0.025	-22.115	-31.73	0	34.85	14.16	-18.845	14.18	-0.535	-12.05	-12.24	-38.55	-13.26	6.6	27.16	-17.745	-11.29	-1.47	32.14	-22.56	-8.77	-7.82	44.62	-4.7	-3.22	21.67	-8.01	-5.04	-1.2	5.8	-18.12	-26.66	8.83	-20.32	11.54	1.66	-38.35	4.27	-9.92	-48.53	23.87	-25.6733	-21.805	66.85	-31.45	0.15	41.345	26.73	-8.94	-20.85	16.92	-21.7	-5.52	-2.8	14	33.84	-33.31	-5.33	-23.19	0.73	-32.03	-27.035	-23.485	-6.49	19.86	-39.93	4.06	26.53	-5.48	-3.68	35.93	-4.55	10.56	-11.46	28.96	15.94	-3.55	-22.26	-26.1	-25.305	-12.245	-18.97	-35.61	17.45	40.22	-4.33	2.51	22.06	6.93	39.13	7.8	29.66	-47.43	-10.11	5.91	-15.97	-24.1	29.67	7.54	21.69	-44.82	100.82	-27.21	144.865	17.78	-0.155	2.315	14.3	-21.99	16.71	-7.04	-3.26	-3.9	41.9	-19.83	-14.69	-17.31	-29.75	7.42	-27.85
-2.41	51.59	75.05	29.195	102.27	177.61	19.12	16.7	32.375	58.83	-13.2	8.335	102.47	71.77	34.53	28.01	3.43	20.56	32.835	3.355	10.56	-17.4667	18.32	-22.52	16.85	-14.915	28.005	-11.715	-25.29	-17.07	8.815	4.98	-20.39	45.48	19.17	-13.3	20.48	94.97	103.65	5.39	20.52	83.5	-13.05	78.44	92.44	37.5	113.29	58.68	3.66	-39.89	49.52	-2.38	14.25	42.42	253.535	121.42	-15.25	61.01	54.52	26.54	16.4667	35.295	66.85	144.48	88.26	647.67	89.48	112.85	6.50333	266.73	-28.15	9.315	76.52	69.45	94.62	20.46	85.36	-13.27	20.28	8.98	-2.17	-35.055	29.11	111.72	43.86	57.64	164.6	4.27	49.55	88.88	68.49	55.99	11.97	89.76	23.095	104.38	-5.39	51.43	12.375	-10.225	35.59	54.92	35.135	54.365	-7.71	129.165	44.055	124.85	42.36	86.67	41.45	57.03	73.25	31.96	42.14	-3.95	279.88	-35.55	10.24	58.86	42.38	-2.52	-20.44	51.08	40.165	-13.605	15.595	34.04	36.8	105.49	34.44	122.58	156.68	-29.18	38.09	4.34	590.99	-4.1	22.97
13.78	40.97	28.15	48.3	158.86	87.57	20.13	102.41	29.61	71.76	-17.71	3.87	-6.71	118.44	110.955	-4.52	17.33	30.845	10.015	12.43	-14.5	60.9233	94.015	110.79	68.1	15.945	68	115.89	-1.64	86.25	-21.285	85.75	76.64	53.34	-31.94	7.78	5.51	52.4	17.97	221.25	55.5	191.24	3.65	81.43	-6.23	150.65	39.55	125.65	281.58	48.74	59.82	28.18	210.86	-8.11	33.81	-21.2	75.43	19.14	-67.32	-14.29	68.8133	35.84	3.12	33.675	16.88	34.375	183.58	185.71	141.48	40.21	42.84	58.425	203.08	62.51	-14.35	168.26	113.88	61.86	122.765	-17.325	-16.64	-22.245	-17.55	40.76	-63.84	124.05	96.2	93.97	-21.13	134.55	76.38	137.75	34.59	95.93	27.39	-8.89	111.55	44.69	-42.825	2.025	38.27	91.22	184.285	60.92	76.03	93.555	103.215	206.41	39.94	59.29	81.33	21.92	66.99	163.215	-22.26	-20.07	114.69	-10.14	-6.93	-29.63	148.21	119.91	43.235	0.539999	108.59	84.17	30.705	-16.48	53.45	92.94	-96.82	23.2	-23.12	-77.8	-17.05	-29.75	93.55	28.32	-34.63
-15.36	7	19.145	-5.325	60.79	-7.21	-16.815	63.05	-8.19	24.74	32.01	6.885	-9.9	79.16	16.53	-42.45	71.45	-4.305	-10.56	74.7	34.06	56.8267	24.425	453.5	47.4	26.8	27.22	21.215	32.43	-5.8	100.215	3.24	-0.15	0.16	7.02	-11.29	6.51	25.05	-19.86	-4.05	12.96	-20.96	10.14	-5.22	5.73	3.24	12.4	-10.33	1.52	16.09	61.89	-4.41	-3.48	-11.86	-9.585	37.42	91.82	25.86	10.58	29.21	26.7833	3.5975	-46.3	-2.995	28.95	-23.705	-8.98	80.41	29.2933	19.37	10.57	6.395	54.03	35.94	8.78	4.5	6.795	-7.49	26.765	23.155	-19.035	17.26	-34.13	39.85	68.06	36.48	-20.555	31.57	39.32	68.12	-14.43	9.55	66.92	-29.13	22.26	10.69	-6.03	52.18	36.44	52.23	32.9	42.41	52.69	52.265	56.065	-10.82	30.225	21.81	36.71	24.24	16.05	40.54	12.09	16.05	31.63	65.41	-17.65	-7.93	13.68	31.15	-35.97	76.48	34.9	19.36	76.755	42.625	57.345	18.07	87.55	-31.98	-27.51	22.54	-8.57	4.48	38.88	34.63	55.89	130.36	71.8
131.37	258.45	172.385	250.55	252.71	383.06	174.855	243.23	131.465	601.79	1592.86	82.52	337.88	279.895	676.715	400.8	2068.16	145.81	258.745	665.64	353.195	2076.79	446.725	367.94	103.27	1123.48	845.01	107.345	342.93	68.45	445.835	877.05	579.77	278.91	459.05	562.76	352.61	346.85	628.93	637.42	174.88	111.86	456.62	425.91	788.79	527.63	184.23	963.3	178.46	206.64	706.31	683.29	1587.54	135.9	586.065	562.95	418.61	661.32	194.91	206.46	1421.76	290.32	285.17	518.735	742.77	474.025	564.41	771.8	346.833	173.75	230.85	217.565	74.15	292.36	167.01	39.77	213.175	452.6	483.13	156.765	135.585	840.03	158.95	225.08	800.36	1520.14	235.905	320.12	208.73	463.79	917.13	540.19	115.41	399.64	619.855	152.72	989.56	444.05	255.46	104.315	794.7	413.51	926.62	253.11	52.485	353.395	1810.53	527.165	110.18	35.2	529.17	516.98	945.33	54.865	487.28	515.23	1047.96	247.37	170.42	99.11	177.95	13.28	145.965	138.18	253.735	132.12	97.835	674.63	179.55	1491.51	360.49	1021.05	421.22	739.44	521.87	517.56	582.33	123.83	330.44
260.04	90.87	58.24	49.065	79	81.72	81.1	131.72	48.93	10.63	338.19	-6.005	42.86	224.985	185.745	75.07	120.07	71.425	27.875	192.49	21.5	208.62	169.085	132.11	3.4	119.985	111.1	236.085	43.79	206.43	-3.9	164.68	42.03	238.07	229.1	136.28	37.46	98.01	65.75	122.38	357.68	93.22	34.27	53.55	105.41	0.125	100.67	90.13	20.8	131.95	87.65	67.9	153.77	195.67	85.545	52.46	95.92	73.76	78.75	52.34	192.27	38.1625	31.42	72.01	127.7	67.435	111.11	50.64	158.21	-0.24	113.81	117.78	219.62	38.25	24.2	88.48	83.24	75.06	53.655	64.155	71.055	86.03	4.58	35.31	139.35	265.24	91.205	164.15	100.12	135.59	60.6	108.48	326.43	115.34	99.035	24.05	84.89	50.68	32.885	90.17	134.98	0.88	60.53	227.16	107.235	55.16	208.29	88.09	173.13	47.25	131.13	62.05	106.06	48.72	105.33	152.67	24.06	184.34	141.83	-12.65	49	33.03	23.47	302.77	72.32	31.245	235.305	57.05	39.57	203.11	26.29	97.08	24.42	128.97	111.3	89.72	112.65	403.15	320
16.21	145	93.385	117.595	149.77	176.44	118.66	74.15	59.745	212.88	514.02	53.705	144.69	238.455	951.95	167.78	570.58	34.9	151.48	124.995	100.285	586.693	196.955	259.22	31.22	346.48	542.625	299.895	152.78	35.33	293.42	522.41	167.04	77.82	239.57	375.5	223.71	282.82	610.33	230.66	28.08	47.86	195.91	149.14	275.06	254.75	59.92	321.43	103.34	63.52	606.14	349.81	339.81	62.99	195.35	309.36	224.26	351.57	154.31	90.68	825.687	106.962	142.42	313.1	195.21	167.98	137.08	527.76	940.007	185.99	58.51	117.885	65.86	190.74	77.25	35.57	254.475	160.02	150.01	116.625	75.725	260.395	148.53	84.41	519.28	220.45	137.655	123.21	58.33	199.91	320.69	229.6	54.8	250.71	430.86	67.75	223.03	241.35	76.475	51.815	271.44	188.79	503.05	86.845	71.58	190.845	345.705	113.385	136.82	104.18	431.87	227.64	237.48	147.87	551.8	181.81	73.77	271.7	230.96	71.38	79.88	43.89	120.635	44.765	119.435	121.385	39.585	234.93	149.89	488.83	208.74	784.1	118.7	248.18	198.6	215.8	107.44	55.03	90.13
12.16	34.6	21.12	132.965	5.11	8	13.695	19.72	25.95	30.61	19.19	47.41	30.84	22.9	55.485	120.85	19.78	19.72	67.015	22.925	13.56	-1.38	27.445	25.59	21.34	31.18	39.545	10.065	8.77	122.71	3.46	17.14	8.28	37.63	41.745	29.86	24.48	34.16	66.65	15.78	12.96	37.33	37.98	6.74	60.54	21.915	18.22	18.08	21.87	16.87	19.66	5.77	12.47	1.25	29.425	0.95	71.34	6.47	22.23	13.21	-11.6233	1.9175	12.84	-24.69	-11.21	11.52	23.48	8.22	108.013	35.3	7.8	8.595	20.88	35.94	35.77	40.61	24.23	43.7	56.825	1.66	121.37	-7.935	29.11	3.52	10.64	30.84	31.855	15.97	26.92	22.43	11.25	29.74	13.59	27.2	5.085	16.04	-5.39	123.85	358.11	10.18	35.59	25.77	68.895	52.39	17.17	18.845	40.72	46.055	188.46	61.48	29.66	-17.42	-21.2	70.12	37.94	-2.34	-19.26	13.06	40	-7.29	15.9	36.98	51.46	18.2	100.415	15.57	26.845	6.99	19.48	1.97	6.33	17.91	0.16	9.16	4.22	4.34	-13.95	44.92	-18.37
-31.54	1.69	-28.355	-3.895	-27.31	25.56	-24.44	21.73	-8.07	-1.12	-59.08	-34.405	-0.33	-43.185	49.99	-32.2	-60.21	-44.085	-15.68	-19.24	-54.93	-54.0567	-4.855	-8.64	-29.76	-87.225	-55.98	-75.005	-3.53	-63.71	-76.565	-32.38	-70.99	-39.82	235.515	12.8	-22.41	9.86	-39.67	1.62	-21.04	10.61	-48.3	-82.91	-10.21	-6.775	-58.32	-31.64	-18.84	-44.55	-20.49	-50.26	-62.81	-26.84	-21.85	-32.63	-50.8	-61.19	-44.05	-44.42	-41.5133	-59.3625	-20.72	-9.03	-19.89	-27.275	31.05	-39.66	71.9433	31.63	-38.3	-33.16	-25.3	29.01	-25.91	-40.03	-11.07	-26.49	-46.84	-9.98	-11.275	-56.735	-54.64	-30.06	-64.49	-49.41	2.06	1.35	-66.1	-8.73	-22.33	-59.11	-36.5	-39.69	-44.49	-38.23	-49.53	-35.73	-31.69	-34.245	-31.49	-28.74	5.75	20.515	-10.37	-12.405	30.835	-16.925	32.67	6.71	-2.09	-18.85	-24.67	-12.77	27.43	-19.26	-52.97	-81.94	-42.41	-33.2	-2.86	-11.41	-5.845	-54.075	-14.345	-27.435	-10.075	-10.97	-65.51	-29.9	-31.91	-61.82	-7.6	94.31	57.78	-95.55	-29.75	-28.54	-67.84
166.33	53.71	45.835	52.735	58.77	170.59	45.465	109.48	39.755	71.76	225.13	95.475	79.04	141.635	61.69	36.76	130	33.9	39.355	28.8	71.965	24.4533	75.92	91.33	69.9	35.41	64.16	22.83	11.61	63.6	60.33	97.91	4.91	181.48	122.39	93.1	93.42	102.07	40.5	67.68	198.62	104.56	54.69	20.68	108.4	35.435	54.1	56.65	148.4	53.41	64.98	7.81	187.65	127.49	106	51.74	82.25	40.06	8.79	73.72	134.283	26.0625	32.3	110.685	59.21	67.82	169.52	22.67	101.233	67.17	64.04	39.58	39.82	76.38	157.36	54.89	172.965	126.21	101.65	95.71	29.395	103.24	56.86	147.29	33.42	55.52	77.675	57.9	92.04	90.96	73.42	38.82	168.77	55.39	42.65	42.77	53.7	43.19	20.765	163.305	18.59	97.52	200.315	201.3	201.395	78.225	207.43	122.185	66.58	72.43	107.6	142.66	41.94	68.095	74.4	73.48	30.47	24.11	61.75	16.84	53.41	367.57	36.065	106.53	43.85	94.55	180.605	62.64	29.17	0.58	28.51	101.77	92.43	4.48	222.18	37.94	44.29	259.37	227.37
-7.27	16.55	-0.695	24.6	-3	-7.21	2.2	15.69	1.2	36.49	0.36	6.75	4.46	21.265	7.095	8.95	-23.52	60.96	-8.445	2.19	2.6	-10.37	14.675	29.29	0.7	27.125	33.44	-23.315	-12.99	22.42	14.24	11.06	-17.86	32.4	14.5	13.8	11.5	16.94	-15.36	0.67	-7.82	9.8	50.98	-4.22	34.62	2.31	-8.92	26.2	-8.13	5.98	23.78	24.11	40.86	-24.03	32.83	-21.2	19.12	4.98	-6.44	-6.31	-24.0233	3.405	-10.13	-18.66	8.85	7.8	38.63	-2.62	16.3867	36.53	-1.42	3.165	19.69	19.77	50.24	-2.22	29.645	-21.53	6.91	0.22	25.365	-8.315	-10.44	-8.28	-17.27	29.43	31.88	-6.45	5.05	53.58	27.05	16.61	23.28	1.67	-8.215	18.71	-8.63	3.62	4.59	-13.5	-10.03	-3.95	65.045	33.315	-3.925	16.99	13.965	6.43	74.66	34.1	32.38	-15.99	-17.04	30.73	12.02	-6.37	-30.49	7.54	40	-11.75	12.59	-16.35	22	7.24	37.605	-0.185	24.05	0.77	-23.4	-5.66	16.67	-6.54	-5.66	-49.75	27.86	13.54	-33.85	34.82	-2.1
66.44	21.86	36.725	39.615	25.36	36.09	43.355	37.85	21.21	45.9	34.27	55.07	17.24	33.325	46.87	86.29	32.88	76.45	13.94	22.575	26.29	9.63667	34.725	36.7	44.71	34.285	61.575	34.01	70.31	67.64	33.5	57.1	26	45.48	38.33	6.78	27.47	41.25	5.36	40.32	47.93	79.45	15.71	28.65	65.52	22.575	40.52	21.13	25.09	55.74	34.07	7.81	49.73	24.64	53.07	11.67	34.67	35.57	32.99	29.21	44.2167	38.635	34.96	10.185	4.83	18.82	39.71	20.86	39.5333	45.11	8.73	25.805	61.13	29.01	67.6	12.06	32.765	38.75	53.71	20.2	14.005	7.51	29.11	31.67	34.07	57.64	62.945	14.02	29.1	41.12	31	41.85	32.98	24.56	17.155	30.29	15.39	76.98	49.415	44.465	1.6	10.55	96.01	72.365	66.295	39.495	70.96	52.725	87.57	56.01	65.02	52.72	19.03	53.42	17.63	36.36	25.66	23	86.92	7.01	21.42	48.83	22.295	36.84	28.185	36.925	74.345	51.46	68.05	10.28	24.07	30.49	32.19	17.58	43.61	87.05	-3.43	83.24	58.23
133.81	279.63	155.895	146.735	217.41	168.26	306.19	277.81	248.355	435.11	628.53	77.53	253.29	416	312.41	97.52	580.45	215.99	405.785	358.575	334.96	336.903	505.505	330.76	297.04	191.795	317.095	85.125	50.42	125.95	307.99	139.55	439.03	99.71	127.165	146.32	183.56	360.06	309.46	179.85	64.01	218.78	189.4	221.82	141.32	335.825	78.35	242.33	155.91	138.17	340.91	140.19	185.87	143.37	125.555	189.47	157.2	349.99	171.44	315.43	588.89	220.03	347.8	309.39	459.37	177.955	180.34	208.16	234.493	220.26	132.24	246.025	117.93	202.29	70.5	356.29	267.525	331.46	130.61	209.23	49.095	482.005	520	113.55	289.4	278.05	97.34	259.68	173.86	256.93	175.81	203.36	54.8	267.58	244.52	204.78	313.54	287.44	82	187.405	148.42	365.42	282.815	145.44	404.24	175.655	102.8	189.25	111.79	99.8	163.69	416.96	266.92	473.475	413.32	287.36	187.83	247.37	93.79	55.28	182.35	172.22	234.365	228.82	172.215	562.7	122.46	440.33	200.84	674.39	157.9	298.69	187.89	124.28	157.72	202.04	333.01	88.3	219.12
