NL1179	NL1675	NL1698	NL1884	NL2378	NL2562	NL268	NL279	NL3104	NL3681	NL4083	NL4353	NL504	NL6084	NL6853	NL6943	NL7530
-20.41	-10.9	40.41	-19.85	-1.38	-6.53	-2.05	-3.76	-20.2	-20.11	-22.81	-18.16	-24.87	-29.83	-24.28	-3.74	-10.54
137.22	104.13	66.32	41.79	39.59	50.61	125.52	103.48	208.93	27.5	43.17	10.09	333.61	25.31	4.49	48.46	83.23
43.85	41.37	91.27	46.42	65.22	49.12	46.7	59.09	64.69	54.72	67.44	47.75	93.18	53.82	35.71	62.7	51.34
10.86	-6.88	60.56	-20.62	-0.52	9.76	26.32	31.36	6.2	-20.96	3.06	-4.03	-17.36	11.52	-5.38	-14.81	18.52
487.93	833.94	878.53	1396.66	826.08	797.56	159.14	692.01	1495.32	772.47	1149.24	872.16	338.48	568.2	898.05	958.32	797.5
25.23	38.96	76.87	37.94	18.25	34.99	82.14	51.7	27.01	18.15	49.03	42.26	59.07	29.9	36.54	45.3	31.65
4314.11	2755.51	5718.42	1675.25	1479.61	2760.47	5117.7	3668.96	4143.95	3511.87	2091.17	3730.52	2476.01	3060.46	4432.03	5332.21	3258.97
-6.05	-24.58	50.97	-9.07	-5.64	6.05	22.77	3.63	22.21	-13.31	19.77	2.24	-11.89	17.03	6.13	26.31	5.4
115.95	131.53	167.04	119.09	259.76	224.53	108.7	77.58	136.24	170.6	126.97	169.55	54.98	128.43	200.08	193.32	102.93
89.61	96.89	133.47	259.44	74.62	57.31	121.09	109.95	116.11	102.38	128.65	94.07	147.12	74.07	69.41	93.56	95.42
-8.58	10.81	50.97	-12.92	-8.2	2.35	7.7	11.02	18.2	-9.06	4.73	-7.96	-3.02	-5.03	13.53	6.54	13.84
102.35	29.31	94.14	47.96	54.96	61.78	12.13	70.19	98.42	35.15	24.78	58.74	54.98	68.55	47.22	156.89	52.28
46.39	87.23	173.75	77.31	121.73	54.33	79.48	110.88	144.3	117.72	142.09	61.09	59.07	74.99	114.6	41.34	101.99
49.77	8.4	69.2	27.91	16.54	38.71	43.16	57.24	47.05	33.45	44.84	23.43	18.83	33.58	26.67	12.87	49.47
93.86	111.38	166.08	161.78	125.16	99.88	89.22	45.22	199.21	124.53	82.51	121.56	111.61	117.37	63.65	134.72	119.81
9.16	-6.88	50.01	4.02	20.81	26.08	21	42.45	19.8	5.39	18.93	20.29	-8.48	24.39	15.17	-1.37	14.77
123.6	114.6	148.82	153.23	157.8	168.34	59.11	117.35	151.56	127.94	158.07	167.97	112.97	150.57	146.65	147.38	139.52
18.46	15.64	41.37	37.94	39.59	52.1	21.89	18.42	38.23	50.46	13.92	27.35	24.97	41.86	27.5	51.62	27.9
-11.12	-19.75	57.68	-5.99	-7.34	3.09	-12.7	1.78	-0.21	-16.71	3.06	32.06	10.64	0.49	-12.77	-0.58	8.21
38.77	73.55	122.92	116.77	93.45	66.26	43.16	39.68	74.32	35.15	58.23	97.99	25.65	74.99	38.18	61.12	12.9
738.21	648.78	1003.92	792.14	687.57	877.19	585.22	855.96	864.32	902.42	981.99	873.02	1112.66	917.85	911.29	934.28	868.27
174.74	175.12	204.42	251.59	218.16	190.3	135.25	156.21	228.37	183.41	217.93	160.1	179.26	193.99	209.12	136.3	167.67
28.61	35.74	79.75	61.86	67.78	61.04	31.64	41.53	78.34	7.09	54.05	35.2	28.38	56.58	80.09	63.49	31.65
58.24	20.46	107.57	3.25	41.29	86.41	60.88	35.98	51.05	66.63	48.19	79.15	33.84	62.1	81.73	76.94	54.16
21	16.44	104.7	43.33	107.15	55.08	44.93	73.89	56.67	27.5	70.79	53.25	64.53	36.34	6.13	32.64	1.65
215.82	201.81	282.98	235.91	212.98	216.15	196.27	340.52	178.19	137.32	201.89	132.56	288.57	225.44	211.59	148.97	133.89
2721.72	2328.61	1843.09	3520.15	2186.68	2046.11	1594.9	3184.22	3651.21	989.05	3993.87	3098.91	1311.37	1660.04	3523.72	3022.38	3487.48
-23.79	-33.43	35.61	-32.16	-36.33	-9.49	13.91	3.63	-13	-17.56	-16.13	-28.37	-22.14	-13.3	0.38	10.49	14.77
42.15	6.79	86.47	44.11	-3.08	28.31	131.71	64.64	8.6	1.99	31.47	32.06	51.57	6	33.25	42.13	11.96
4601.57	5545.98	2514.28	2367.9	6157	2790.04	1919.28	2197.49	2396.95	2869.27	3277.24	4537.31	795.36	3714.28	1959.11	1682.48	5036.3
4296.6	5827.68	2558.89	2469.05	6399.13	2724.88	2059.69	1950.86	2122.43	2838.86	3174.31	4497.55	899.93	3692.86	1843.98	1604.36	4676.77
-65.99	-8.49	12.58	-23.7	-38.03	-95.05	-27.77	-50.89	-79.31	-30.3	-49.49	-54.28	32.47	-25.24	-50.58	29.48	-26.48
216.68	361.02	260	394.93	260.63	236.75	245.73	293.26	322.76	305.09	341.01	205.02	274.76	289.41	191.04	278.15	325.46
165.35	473.26	222.63	254.73	312.04	312.94	320.72	218.23	357.12	287.04	204.42	179	248.57	192.14	223.92	324.19	243.72
55.7	157.34	144.98	14.81	78.9	66.26	42.27	81.28	95.21	42.81	85.03	71.3	12.68	72.23	80.91	105.43	61.66
108.3	171.07	149.78	55.68	91.74	206.25	67.97	197.86	188.7	92.16	53.21	48.54	166.94	44.62	72.69	95.93	123.57
29.46	34.94	100.86	28.68	20.81	37.97	36.95	85.91	13.4	-2.26	48.19	42.26	104.1	19.79	23.39	42.13	11.96
-23.79	-30.21	40.41	-26.78	-17.58	-2.83	-9.15	1.78	-8.2	-15.86	-2.78	-21.3	-16.67	-6.87	-3.73	-6.11	2.58
159.38	222.89	221.67	410.15	225.08	213.86	168.86	114.58	192.74	203.92	229.77	621.64	123.21	208.78	231.32	228.99	156.41
765.1	1064.97	901.06	813.51	314.67	660.68	340.11	968.66	697.12	542.88	362.35	310.39	2976.6	557.83	259.28	858.15	880.53
408.39	587.64	495.1	489.2	213.84	432.05	218.36	484.25	512.99	345.57	261.09	199.5	1938.52	363.83	140.9	366.29	535.32
359.36	268.42	254.25	334.41	313.79	428.09	171.52	365.55	269.78	340.39	300.99	380.68	240.31	283.84	372.83	304.34	187.38
141.48	96.08	122.92	112.89	185.35	155.5	87.45	89.61	112.9	185.97	128.65	149.08	181.31	134.89	150.76	118.09	71.97
380.34	178.35	337.53	221.04	302.43	239.04	214.82	170.09	330.12	395.68	398.3	379.08	263.03	272.7	317.68	254.36	475.98
-19.56	-34.23	29.86	-31.39	-20.13	-8.01	126.4	9.17	-12.2	-31.15	-16.97	-24.44	-22.14	-16.05	-18.52	-25.09	-6.79
74.35	45.39	86.47	86.58	28.49	92.4	5.93	152.51	137.05	52.16	90.05	74.44	73.4	55.66	14.35	72.98	21.34
86.22	113.8	109.49	137.7	74.62	95.39	52.91	137.71	137.86	109.2	159.76	91.71	106.83	132.12	82.55	121.26	140.46
851.11	318.28	825.88	529.92	662.63	950.89	513.33	359.06	845.55	999.12	999.09	1190.51	562.8	1306.06	754.92	496.79	920.15
333.23	250.51	333.7	345.52	169.85	424.92	129.94	149.74	362.04	275.02	324.81	320.75	127.99	312.64	237.08	453.79	66.35
101.5	11.62	149.78	3.25	29.34	245.93	29.86	110.88	171.73	177.43	54.05	116.84	31.11	118.29	548.39	191.74	40.09
51.47	38.96	88.39	68.81	39.59	46.15	41.39	35.06	67.9	6.24	52.37	43.05	16.1	53.82	39	63.49	74.79
25.23	21.27	71.12	29.45	43	29.05	62.65	41.53	43.84	16.45	41.5	51.68	9.95	42.78	39	38.97	37.28
121.05	79.18	148.82	99.73	133.74	133.65	190.96	131.23	121.75	127.94	38.99	99.56	53.62	86.96	125.29	84.85	74.79
104.05	88.84	99.9	86.58	105.44	134.4	35.18	109.95	170.12	108.34	116.05	98.78	60.44	117.37	89.13	157.68	101.99
213.25	300.26	271.49	331.24	294.58	278.95	209.52	357.2	230.8	258.72	328.22	171.91	255.45	213.41	300.41	232.16	177.06
141.48	36.55	134.43	148.57	74.62	141.18	10.36	56.32	98.42	98.98	68.27	196.34	34.52	142.27	38.18	40.55	59.78
59.09	140.4	63.44	31	21.66	85.67	12.13	32.28	9.4	36	21.44	48.54	16.78	54.74	72.69	76.94	2.58
321.07	362.67	416.86	347.11	189.67	210.06	126.4	327.54	296.65	399.14	278.9	276.23	200.49	415.17	181.99	344.04	554.16
166.2	145.24	164.16	181.24	94.31	48.38	220.12	191.38	237.29	235.58	157.23	181.36	220.39	51.06	302.87	267.05	213.67
-44.89	-51.93	44.25	-38.32	-44.85	-44.96	-6.49	-17.62	-17.8	-52.4	-18.64	-18.95	10.64	-27.08	-26.74	-20.35	-26.48
1047.57	683.54	668.11	854.74	749.9	1180.4	434.28	673.47	1045.38	967.1	926.31	1335.38	794.61	1019.07	1153.58	974.35	831.47
-3.51	65.5	91.27	13.27	59.23	26.08	115.78	48.92	43.04	31.75	92.57	55.6	52.94	17.95	36.54	100.68	31.65
163.64	87.23	147.86	158.67	215.57	86.41	377.98	106.25	82.35	197.93	198.52	224.76	196.38	205.08	176.24	101.47	218.36
-3.51	-13.31	35.61	-23.7	-15.02	-2.83	40.5	5.48	-0.21	-23.51	-1.94	-16.59	-15.99	11.52	-2.09	7.33	4.46
-55.02	-75.28	46.17	-89.09	-14.17	-64.13	14.79	-41.65	-66.54	-67.7	-63.66	-52.71	-58.36	-4.11	-30.85	-21.93	-47.1
27.77	38.96	102.78	23.29	59.23	57.31	32.52	61.87	52.66	22.4	36.48	13.23	26.33	43.7	60.37	38.97	53.22
4.94	-2.05	68.24	-2.91	12.27	5.31	-10.92	13.8	-22.6	-26.06	3.9	-2.47	-25.55	21.63	-16.06	-0.58	-10.54
28.61	-7.68	59.6	14.04	22.51	26.82	28.98	40.6	25.41	29.2	23.11	39.91	7.22	51.06	13.53	51.62	31.65
240.73	179.97	182.38	150.12	225.08	157.76	179.47	160.84	172.54	173.16	154.71	193.98	201.18	187.52	80.09	76.15	206.16
35.38	7.6	89.35	10.96	30.19	73.72	-0.28	35.98	63.09	36	35.65	35.98	3.81	45.54	60.37	53.21	35.4
92.16	6.79	105.65	14.04	30.19	49.12	50.25	81.28	39.83	29.2	39.83	57.17	17.46	50.14	39.82	17.61	55.09
869.96	562.02	737.21	1078.88	466.64	1389.25	385.02	625.24	1645.05	1516.43	761.51	757.97	1304.02	1412.95	2483.29	1722.44	432.68
-17.03	-35.04	31.78	-8.3	-20.99	-26.5	26.32	14.72	-22.6	-43.9	-22.81	-24.44	24.28	-4.11	-29.21	-6.11	-3.98
27.77	31.72	69.2	10.96	13.98	35.74	41.39	58.17	15.8	15.6	23.11	13.23	44.07	14.27	25.03	15.24	25.09
-29.7	-21.36	20.26	35.62	-29.51	0.87	24.54	39.68	-42.58	1.99	-31.98	5.38	-26.24	-20.65	33.25	-0.58	-46.16
110	79.98	146.9	102.05	76.33	87.16	101.62	141.41	130.61	83.65	116.89	70.51	71.35	139.5	53.79	126.01	114.18
122.75	101.72	194.84	182.79	162.96	180.45	62.65	132.16	204.07	121.98	172.38	126.28	71.35	173.66	113.78	86.44	135.76
12.55	26.09	72.08	21.74	8.01	27.57	19.23	26.74	32.62	1.14	40.66	31.28	6.54	23.47	28.32	23.15	22.27
87.07	55.85	121.96	73.44	79.76	92.4	76.82	124.75	103.25	76.84	85.03	115.27	73.4	80.51	92.41	68.24	120.75
150	142.01	132.51	157.12	164.68	169.1	70.62	83.13	138.66	115.16	137.05	143.57	128.67	100.78	170.49	156.89	69.16
202.97	124.27	175.66	68.04	110.58	44.66	396.46	112.73	41.43	176.57	103.47	157.74	205.29	78.67	156.51	103.05	219.3
394.35	412.32	511.3	468.94	352.36	1359.06	310.14	548.25	782.59	449.47	247.54	431.33	369.14	443.23	1469.16	872.57	363.07
83.68	73.55	144.98	92	84.89	113.37	62.65	77.58	97.62	97.27	108.5	82.29	93.18	97.09	145.01	152.14	113.25
58.24	15.64	118.13	49.51	48.13	130.64	2.38	25.81	94.4	63.22	72.46	97.99	67.94	28.06	170.49	101.47	41.96
700.4	389.94	668.11	723.4	749.9	704.81	322.48	578.86	737.67	1250.95	1196.49	847.28	1150.26	713.12	593.78	656.42	739
179.01	52.63	240.84	116.77	128.59	172.88	119.32	123.83	95.21	209.9	121.09	160.89	194.33	193.06	199.26	110.97	106.68
121.05	75.15	134.43	95.09	182.77	157.01	204.22	80.36	150.75	108.34	115.21	115.27	124.58	117.37	108.03	118.88	121.69
86.22	18.85	75.91	20.97	13.13	27.57	56.45	88.68	47.05	41.96	28.12	64.23	10.64	66.7	18.46	15.24	115.12
48.08	33.33	112.37	56.45	52.4	58.8	47.59	46.15	68.7	52.16	53.21	67.37	27.01	74.07	63.65	41.34	84.17
-9.43	-43.08	56.72	-38.32	-18.43	-23.55	-10.92	-7.46	-52.16	-40.5	-33.65	-31.51	-39.9	-24.32	-7.02	9.7	-33.97
196.12	145.24	203.46	136.93	96.02	178.17	129.94	134.93	253.53	245.86	171.54	166.4	184.74	177.35	231.32	309.1	160.16
64.17	70.33	106.61	65.72	60.94	102.13	93.65	91.46	102.44	82.8	94.24	72.87	84.31	79.59	65.3	61.12	78.54
93.01	91.25	144.98	151.68	121.73	174.39	93.65	175.65	168.5	126.24	175.75	117.63	113.65	121.98	125.29	118.09	75.73
44.69	-2.86	95.1	2.48	23.37	53.59	-10.04	25.81	43.04	26.65	44.84	84.64	9.95	30.82	60.37	70.61	30.71
628.17	490.9	549.39	540.55	469.32	597.23	397.34	561.24	812.33	785.93	681.24	743.62	633.28	670.37	1036.23	726.8	573.01
37.08	89.64	77.83	84.26	108.87	44.66	65.31	40.6	37.43	17.3	54.05	48.54	65.21	61.18	13.53	54	41.03
26.92	-0.45	69.2	34.85	-4.79	20.14	96.31	48.92	42.24	29.2	37.32	44.62	82.95	27.15	46.4	40.55	60.72
54.85	37.35	85.51	17.89	-2.23	7.54	36.07	101.63	14.2	62.37	15.59	37.55	212.84	42.78	15.99	81.69	110.43
23.54	31.72	52.89	27.91	25.07	34.25	71.51	36.9	36.63	28.35	48.19	21.86	44.07	39.1	30.78	52.42	27.9
4.94	49.41	41.37	4.02	-0.52	12.73	4.15	43.37	12.6	11.34	13.08	-7.96	28.38	18.87	6.95	12.87	8.21
129.56	206.67	360.48	272.81	364.67	178.93	114.01	131.23	136.24	206.48	174.91	356.66	87.04	196.76	163.91	164.01	148.9
258.8	213.97	257.12	204.63	132.88	306.74	50.25	179.35	255.96	270.73	180.81	308.8	154.64	204.16	265.04	337.69	80.41
11.7	-0.45	46.17	29.45	7.15	14.21	100.73	35.98	25.41	-13.31	20.6	-4.03	60.44	14.27	-0.44	28.69	17.59
32.84	42.98	84.55	36.39	8.01	32.02	26.32	62.79	78.34	47.06	53.21	28.92	19.51	36.34	38.18	73.78	99.17
138.92	157.34	177.58	189.81	117.44	172.12	153.83	168.24	157.2	172.3	186.71	112.13	196.38	145.03	128.57	164.81	134.83
-33.07	-18.95	23.14	5.56	-23.54	-19.11	8.59	0.86	-5.01	-30.3	-10.29	-29.94	-24.19	-16.05	-8.66	-19.56	-1.17
23.54	-18.95	66.32	25.6	0.33	-5.79	-9.15	19.34	5.4	40.26	5.57	28.92	-15.99	69.47	-3.73	4.17	6.33
59.09	3.57	117.17	68.81	37.02	178.17	59.11	54.47	233.24	85.35	132.85	65.8	0.4	54.74	224.74	103.05	34.46
54.01	8.4	76.87	26.37	43	47.63	55.56	44.3	104.05	41.96	79.16	53.25	37.25	51.98	19.28	42.92	89.79
34.54	14.03	62.48	31.77	-2.23	44.66	26.32	74.81	36.63	15.6	31.47	6.17	54.98	25.31	31.61	20.78	30.71
954.43	970.3	804.22	965.95	746.16	1170.52	707.65	833.75	1055.73	969.84	983.79	1007.43	968.97	895.74	1097.41	1187.89	685.22
-3.51	4.38	68.24	11.73	-7.34	0.87	6.81	17.49	11.8	-11.61	-11.13	3.03	14.05	-6.87	-2.09	8.91	23.21
863.36	1247.17	641.56	854.74	620.37	710.67	474.7	628.95	1307.51	1270.58	785.43	817.38	741.25	949.62	492.3	948.71	1740.81
14.24	-5.27	67.28	30.22	4.6	19.4	24.54	33.21	7.8	1.99	13.08	25	-3.02	29.9	14.35	33.43	18.52
26.92	-14.12	51.93	-6.76	23.37	26.08	0.61	34.13	24.61	4.54	32.3	13.23	4.49	31.74	7.77	16.03	19.46
-11.12	-16.53	33.7	-19.08	-5.64	-3.57	-9.15	26.74	3.8	-13.31	3.06	-18.95	-17.36	-5.03	16.81	23.94	-0.23
10.01	2.77	65.36	8.64	16.54	29.05	20.11	40.6	7	7.94	26.45	18.72	3.81	26.23	12.7	26.31	18.52
23.54	10.01	74	24.06	30.19	34.99	33.41	43.37	43.04	32.6	57.39	39.12	-11.89	50.14	8.6	46.09	29.77
610.01	564.58	569.37	708.23	867.83	1642.57	346.27	714.26	1069.53	798.51	758.85	885.92	554.15	751.22	1416.83	1238.1	501.41
-17.87	-13.31	59.6	-12.15	3.74	11.24	16.57	52.62	23.81	0.29	16.43	10.09	-7.8	21.63	15.17	-10.07	26.96
26.08	-5.27	47.13	4.79	4.6	29.79	26.32	42.45	29.42	-4.81	29.79	23.43	8.59	26.23	23.39	20.78	17.59
24.38	-25.38	53.85	-13.69	-2.23	15.69	18.34	33.21	2.2	-4.81	0.56	6.17	-8.48	11.52	16.81	-2.95	0.71
19.31	-1.25	53.85	19.43	9.71	9.76	10.36	28.58	14.2	-15.86	19.77	8.52	-9.84	16.11	-4.55	18.4	12.9
203.82	115.41	54.81	126.07	150.92	167.58	92.76	114.58	250.28	113.46	214.56	134.92	203.24	99.86	116.25	2.59	103.86
272.6	255.39	243.71	215.57	221.62	194.85	393.82	496.3	222.7	219.31	235.69	145.15	291.33	282.91	133.5	190.15	303.85
133.81	103.33	174.71	143.91	253.69	258.96	52.91	74.81	184.66	132.21	162.28	226.34	39.29	185.67	238.72	189.36	101.05
610.92	667	382.47	999.3	512.36	323.79	680.58	489.81	560.42	523.61	633	675.67	628.9	681.76	268.33	413.2	787.12
129.56	93.67	78.79	97.41	136.32	170.61	80.37	98.85	90.38	136.47	136.21	109.77	53.62	176.43	193.5	157.68	74.79
87.07	35.74	97.98	51.05	37.02	81.18	77.71	75.73	87.97	71.73	93.41	87	33.15	60.26	48.86	57.16	70.1
-23.79	-23.77	40.41	-19.08	-16.72	-6.53	-2.05	3.63	-4.21	-26.06	-13.63	-22.87	-16.67	-15.14	-15.24	-17.98	-1.17
78.59	14.83	157.45	83.49	56.67	120.87	42.27	86.83	119.33	58.97	115.21	147.51	99.32	138.58	103.92	156.09	60.72
11.7	0.36	43.29	6.33	12.27	21.63	4.15	37.83	27.01	15.6	18.93	2.24	6.54	17.95	34.89	43.71	24.15
-11.12	-23.77	48.09	58	-15.02	-10.97	-14.47	7.33	-5.81	-11.61	-8.62	-24.44	-21.45	16.11	-1.27	-6.11	1.65
140.62	134.75	196.75	135.37	174.15	169.1	84.8	84.98	241.35	87.06	213.71	194.77	143.7	215.26	241.19	180.65	134.83
128.7	156.54	158.41	153.23	130.31	220.72	106.93	156.21	80.75	137.32	150.5	177.42	79.54	129.35	181.17	88.02	117
270.87	144.43	167.04	143.13	105.44	318.36	106.93	394.29	233.24	210.76	209.49	155.38	96.59	156.11	289.71	263.08	107.62
387.34	464.87	379.6	344.73	304.18	267.41	346.27	652.14	252.72	353.33	383.73	227.92	415.39	571.97	246.94	226.61	243.72
20.16	14.83	72.08	24.83	20.81	69.24	16.57	38.75	91.99	11.34	89.22	51.68	18.83	50.14	53.79	43.71	38.21
104.05	60.67	119.08	90.45	58.38	128.39	94.54	117.35	170.12	70.03	69.95	73.65	45.43	110.91	29.14	64.28	81.35
41.31	30.11	75.91	45.65	55.82	64.02	80.37	60.02	68.7	18.15	56.56	28.92	64.53	75.91	52.97	79.31	54.16
184.14	183.2	218.8	276.74	114.01	129.89	83.91	156.21	335.02	138.17	209.49	154.59	66.58	302.41	53.79	63.49	277.54
69.26	42.98	105.65	66.49	55.82	81.18	68.85	61.87	71.91	95.57	63.25	50.89	15.41	86.04	94.88	72.98	37.28
102.35	77.57	110.45	126.84	55.82	91.65	58.22	57.24	147.53	70.03	166.49	104.27	96.59	133.04	100.63	101.47	97.3
47.23	108.96	121.96	48.74	18.25	90.15	36.95	140.48	-3.41	19	102.63	115.27	65.21	118.29	29.96	47.67	55.09
126.15	91.25	81.67	77.31	78.9	128.39	134.37	212.68	109.68	85.35	93.41	45.4	173.78	83.28	27.5	104.64	86.04
99.8	93.67	90.31	117.54	114.87	90.9	80.37	97.93	120.94	75.99	104.31	112.92	39.98	116.44	79.27	95.14	80.41
-2.67	-21.36	48.09	-18.31	-8.2	3.09	8.59	16.57	21.41	-23.51	-2.78	-18.16	-16.67	-8.7	-9.48	9.7	9.15
52.31	40.57	64.4	9.41	37.88	82.68	23.66	98.85	47.85	62.37	69.95	14.8	24.28	61.18	49.68	64.28	15.71
43.85	84.81	107.57	71.13	38.73	73.72	27.2	64.64	55.87	8.79	90.89	26.57	64.53	35.42	103.1	110.97	85.1
-40.67	-17.34	19.3	-36.78	-44.85	1.61	-43.74	-12.08	-35.39	-53.25	-31.98	-44.07	-19.4	-38.1	-15.24	-42.49	-48.97
-43.2	-51.93	22.18	28.68	-55.08	-45.7	-41.97	-64.74	-25.8	-91.49	-47.82	-38.57	-40.58	-43.61	9.42	-60.67	-49.91
108.3	133.95	115.25	88.13	97.73	181.2	38.73	156.21	127.38	92.16	121.93	93.28	80.22	98.93	47.22	89.6	69.16
44.69	224.51	70.16	78.85	45.56	54.33	132.6	121.05	125.77	47.91	37.32	-10.31	153.95	57.5	8.6	109.39	56.97
56.55	5.18	77.83	37.16	35.32	43.91	42.27	69.26	30.22	3.69	27.29	11.66	7.22	44.62	11.88	58.74	62.6
95.56	39.76	89.35	71.13	72.06	92.4	84.8	97.93	86.37	63.22	75.81	66.59	58.39	96.17	62.83	53.21	75.73
-22.1	-1.25	52.89	-12.15	-3.08	-23.55	4.15	4.55	-13.8	-20.11	-14.46	-13.45	-21.45	-10.54	-16.06	-6.11	16.65
46.39	43.78	111.41	44.11	153.5	90.15	17.45	34.13	47.85	56.42	47.35	43.05	14.05	62.1	63.65	50.04	21.34
29.46	24.48	84.55	38.71	28.49	37.97	50.25	45.22	41.43	19	36.48	4.6	26.33	31.74	15.17	27.1	53.22
68.41	53.43	123.88	58	102.01	120.87	43.16	85.91	115.31	73.44	104.31	109.77	69.99	86.04	100.63	87.23	72.91
81.98	63.09	113.33	62.63	72.91	113.37	53.79	85.91	141.88	73.44	99.28	57.96	78.86	53.82	98.17	137.09	54.16
99.8	67.11	130.59	86.58	90.88	126.13	70.62	227.49	83.96	61.52	115.21	123.13	23.6	71.31	85.84	68.24	48.53
124.45	111.38	125.8	125.29	130.31	139.67	87.45	142.33	180.62	107.49	122.77	129.42	139.6	134.89	118.71	150.55	124.5
122.75	47.8	125.8	25.6	52.4	136.66	33.41	97	96.01	87.06	129.49	103.49	68.62	107.23	109.67	127.59	113.25
-91.29	-54.35	55.77	-56.79	-63.59	-87.69	-33.1	40.6	-85.69	7.94	-80.31	30.49	-45.37	-52.79	82.55	-36.95	-6.79
265.7	205.05	272.45	220.26	135.46	307.51	119.32	172.87	259.22	156.09	201.89	212.13	155.32	88.8	170.49	364.7	105.74
32	23.68	102.78	21.74	90.88	165.32	-17.13	74.81	105.66	93.02	132.85	51.68	35.2	86.04	177.06	209.96	24.15
109.15	87.23	108.53	111.34	91.74	157.76	26.32	91.46	124.16	64.08	81.67	106.63	29.74	94.33	84.2	96.72	37.28
107.45	108.16	40.41	1.71	37.88	-54.55	3.27	96.08	12.6	170.6	67.44	92.49	-34.43	134.89	39	151.34	187.38
95.56	103.33	134.43	150.12	101.16	90.9	83.02	78.51	136.24	109.2	110.18	103.49	102.73	121.98	157.34	107.01	92.61
911.6	825.87	525.59	556.94	617.62	460.67	406.14	665.12	771.56	918.78	792.52	551.63	684.76	1014.24	465.92	527.08	872.04
-0.98	24.48	70.16	-21.39	21.66	4.57	15.68	19.34	-2.61	-21.81	-26.14	-19.73	31.79	-31.67	16.81	23.94	27.9
57.4	37.35	41.37	12.5	-3.93	29.05	142.33	27.66	-12.2	0.29	-4.45	6.95	74.08	21.63	-25.1	32.64	26.96
-0.13	-2.05	56.72	26.37	-2.23	43.91	12.13	80.36	63.09	-4.81	19.77	-10.31	-5.75	8.76	19.28	16.03	44.78
-31.39	-39.86	26.02	-41.4	-32.92	8.28	-8.26	21.19	8.6	-22.66	-14.46	-27.58	-19.4	-12.38	1.2	1.79	-5.85
-19.56	-12.51	44.25	-9.84	-13.31	20.14	6.81	11.02	-1.81	-19.26	3.06	-10.31	-11.89	-2.27	-8.66	-1.37	-3.04
138.92	108.16	136.35	142.36	149.2	178.17	77.71	156.21	162.05	122.83	142.09	119.2	92.5	144.11	126.93	104.64	125.44
37.92	4.38	59.6	4.02	48.98	42.43	17.45	47.07	40.63	17.3	33.97	49.32	49.53	30.82	21.74	25.52	63.53
380.34	257.83	484.61	403.74	326.04	411.48	152.94	309.93	314.6	375.78	283.99	441.02	381.72	361.04	616.9	620.46	230.57
1012.87	1319.62	756.1	1443.35	916.55	1032.49	974.52	2270.95	1482.37	1346.56	1606.48	929.96	1198.53	1384.77	1366.84	1051.23	2231.72
-163.78	-80.11	-46.92	-103.69	-160.66	-191.87	-92.55	-157.1	-146.3	-129.72	-171.83	-158.81	-132.27	-198.69	-82.64	-106.53	-102.39
70.11	115.41	116.21	88.9	73.77	123.13	39.61	89.61	93.6	78.54	90.89	84.64	81.58	86.04	103.1	78.52	72.91
-13.65	18.85	38.49	-14.46	-18.43	-36.1	7.7	2.71	-12.2	-20.11	10.58	-32.29	27.01	-36.26	-36.61	-12.44	29.77
56.55	62.28	63.44	49.51	69.49	112.62	45.82	46.15	27.01	48.76	45.68	46.18	48.16	51.06	48.86	26.31	23.21
604.57	488.37	336.57	529.92	614.88	562.95	519.47	750.41	380.08	569.22	567.55	785.91	588.12	571.03	463.44	597.3	408.22
401.37	418.97	354.74	427.01	430.11	422.55	276.62	288.62	346.47	368.87	377.74	369.46	586.67	361.04	418.13	391.73	325.46
258.8	198.57	363.35	178.12	139.75	218.43	370.05	247.86	353.84	189.39	194.3	270.67	152.58	209.71	404.12	468.12	236.21
282.96	365.97	298.3	281.46	264.11	234.46	500.17	230.27	282.8	239.86	239.92	343.88	361.46	220.81	330.03	283.71	474.1
96.41	104.13	86.47	81.17	66.93	111.87	30.75	93.31	106.46	72.58	116.89	90.14	104.1	74.99	75.98	66.66	65.41
70.95	107.35	140.19	98.96	102.87	68.49	55.56	131.23	109.68	105.79	131.17	96.42	138.23	93.41	77.62	122.05	117.94
223.55	196.96	217.84	229.65	126.88	239.81	171.52	208.97	259.22	191.95	223.85	246.12	133.45	235.63	168.84	206.79	172.36
7366.47	7020.43	10238.7	6851.54	6053.79	7326.98	4318.49	6501.26	7443.61	7398.47	7025.44	7979.52	5579.74	7924.12	7589.39	8405.11	7175.46
70.11	81.59	109.49	59.54	50.69	102.13	34.3	78.51	85.56	24.95	92.57	74.44	65.9	69.47	79.27	58.74	58.84
362.85	421.47	650.1	468.13	431.89	493.46	216.59	377.6	542.92	432.96	440.37	441.83	390.82	405.82	573.14	826.9	305.73
59.09	51.02	87.43	47.19	63.51	65.51	63.54	43.37	43.04	47.06	68.27	70.51	58.39	57.5	43.93	50.04	55.09
699.48	415.65	400.62	603.08	586.59	963.11	199.8	356.28	697.97	650.39	626	717.53	369.84	534.28	628.46	806.87	225.88
748.4	773.26	634.92	774.25	670.93	612	840.08	649.36	697.97	556.92	585.84	632.41	983.82	509.83	460.97	567.77	573.01
44.69	44.59	84.55	78.08	72.06	82.68	29.86	46.15	83.15	25.8	67.44	65.8	8.59	60.26	40.64	54.79	44.78
