COID1429	COID2260	COID3580	COID4385	COID4518	COID9794	COID10	COID11	COID12	COID13	COID14	COID16	COID18	COID3	COID4	COID5	COID6	COID7	COID8	COID9
433.02	629.36	346.65	575.2	441.55	452.77	309.45	348.58	560.67	339.47	315.56	348.68	472.08	458.13	416.03	575.47	209.03	363.77	377.13	445.48
9.09	74.93	0.61	-8.01	65.56	43.6	2.7	-43.93	-20.72	16.89	-11.73	18.03	-3.01	24.45	-3.3	-15.46	-1.06	20.83	27.36	-43.65
137.53	132.64	148.33	141.14	146.84	149.75	97.93	138.2	120.67	123.99	171.5	102.73	120.7	185.11	191.93	189.46	96.66	113.6	165.39	143.7
122.69	99.78	190.46	98.42	113.01	70.26	75.27	164.05	43.84	83.71	166.41	175.59	177.28	123.53	100.49	151.07	139.12	187.37	28.25	166.92
246.46	392.97	102.86	289.43	216.51	292.04	322.06	267.51	320.11	286.95	230.84	201.97	309.29	274.59	193.59	269.51	255.96	194.32	243.92	326.99
142.47	202.01	131.36	200.94	162.46	246.97	176.72	131.4	152.67	182.03	118.07	241.25	149.95	182.8	115.44	150.25	141.28	143.1	191.25	170.54
218.14	308.99	208.83	230.44	314.32	313.59	238.2	221.89	372.32	236.09	246.94	252.11	313.89	262.23	248.51	191.09	125.44	148.31	148.45	367.16
402.48	572.91	446.73	619.97	382.17	645.04	431.59	454.93	509.57	343.51	475.37	881.6	470.1	441.83	579.65	741.25	227.07	418.53	487.27	424.96
47.87	104.22	43.91	96.09	98.05	124.34	149.57	125.28	25.6	263.54	81.59	63.7	72.05	67.43	51.48	158.42	98.82	53.76	110.13	108.19
205.41	169.98	155.8	107.74	159.2	215.41	112.43	200.11	268	145.75	239.31	227.02	196.17	264.55	202.74	213.14	138.4	189.11	161.82	166.92
262.75	170.87	203.38	61.91	199.58	154.43	24.48	160.65	77.29	44.26	109.59	60.34	205.95	155.08	261	173.12	174.42	170.01	43.37	185.06
274.09	329.52	244.92	196.28	223.68	231.52	241.81	215.77	217.53	267.57	183.37	270.43	285.04	280.77	310.14	176.39	155.68	191.72	151.12	219.2
240.09	175.31	182.3	128.72	239.98	181.89	130.55	245.04	177.84	265.15	229.99	217.54	302.08	299.32	188.6	151.07	292.11	249.04	224.28	238.84
121.28	194	100.15	81.33	93.5	107.63	45.34	100.12	52.96	49.89	51.05	53.62	156.45	93.55	136.22	67.79	108.89	60.7	101.22	96.61
77.5	190.44	41.88	104.64	119.51	145.07	65.3	91.96	136.67	140.92	92.62	106.1	74.64	69.73	78.89	129.02	48.5	119.67	133.29	90.81
61.98	111.32	68.97	40.93	105.86	76.26	48.06	75.64	45.36	56.33	61.23	62.36	80.48	41.33	33.22	74.32	48.5	69.37	63.83	56.08
64.1	93.57	64.23	76.67	105.21	99.62	71.64	89.92	52.96	104.65	107.89	77.83	91.5	83.56	79.72	120.86	85.15	80.64	32.69	73.44
107.15	226.95	111	138.04	76.61	171.17	93.4	98.08	132.86	128.83	96.86	190.47	149.95	155.08	120.43	157.61	88.03	120.54	90.54	141.53
207.53	264.38	123.89	252.18	105.21	135.7	146.85	143.64	144.29	207.85	112.98	100.71	211.17	195.12	219.38	250.72	201.82	112.73	49.59	266.49
71.86	107.77	40.53	72.79	119.51	119.66	71.64	61.37	50.68	77.27	106.19	83.21	103.83	85.1	64.77	115.96	31.97	99.72	70.95	95.88
14.73	110.43	16.16	16.85	68.16	40.27	9.05	11.76	20.28	32.18	31.54	26.76	-4.3	5.27	12.47	44.93	3.25	29.5	70.06	7.64
12.62	74.93	-2.1	9.08	51.27	46.27	6.33	20.6	15.72	15.28	28.15	6.63	6.04	17.54	-9.94	49.83	-3.93	15.63	34.47	-0.31
109.98	144.19	41.21	93.76	150.74	116.32	110.62	87.88	58.28	138.5	103.65	190.47	166.21	224.42	147.03	145.35	87.31	96.25	72.73	161.84
45.76	46.56	163.27	107.74	107.16	122.33	-12.73	153.16	66.64	46.67	44.27	4.61	35.79	72.04	31.56	129.02	89.47	14.77	17.58	62.59
66.21	26.18	-12.24	-18.89	66.21	0.35	-10.01	-3.86	-23.75	-11.27	61.23	1.93	-15.93	-13.89	0.85	31.06	-20.44	24.3	22.02	-27.76
39.41	112.21	27.67	58.03	61.66	111.64	28.11	44.38	72.72	31.38	44.27	37.5	26.73	32.12	18.28	64.52	39.88	29.5	157.36	18.48
82.44	180.65	51.36	68.9	156.6	71.6	48.97	111.68	90.22	53.92	87.53	71.1	118.11	108.15	92.18	93.91	62.15	72.84	175.2	61.87
13.32	52.76	5.34	3.64	64.26	46.93	3.61	13.12	-26.03	4.82	34.93	-3.43	10.57	14.48	0.85	33.5	3.25	22.57	24.69	-3.92
106.45	124.64	17.52	69.68	130.57	137.71	34.46	77	166.39	87.74	73.96	114.18	57.8	72.04	45.67	85.75	72.93	68.5	156.47	58.25
52.1	102.44	56.1	86.77	87.65	116.99	45.34	85.16	64.36	49.09	60.39	76.48	64.28	59.75	48.99	106.16	49.93	51.16	49.59	58.25
488.45	2438.86	669.51	369.32	322.8	1470.77	793.52	2613.08	327.78	1111.28	553.82	114.86	195.52	1455.8	719.13	339.74	1552.04	1900.19	124.38	191.6
18.96	79.37	0.61	2.09	64.26	52.26	49.88	7.01	29.4	74.85	37.48	23.4	-4.3	12.17	3.34	59.62	-16.85	42.5	42.48	0.41
72.56	30.61	104.22	89.88	54.52	92.94	34.46	64.09	43.08	20.91	68.87	3.27	50.03	24.45	-13.26	64.52	-27.61	-12.95	48.7	39.44
-10.64	92.68	68.29	53.36	38.94	128.35	38.99	1.57	17.24	77.27	49.36	-57.03	17.03	-92.02	83.04	65.34	11.87	31.23	68.28	40.17
9.8	96.23	-4.13	35.5	66.21	86.27	24.48	21.96	41.56	-7.25	58.69	34.81	35.79	41.33	20.77	68.6	55.68	38.16	47.81	27.88
55.63	83.8	-4.13	23.84	75.31	56.26	56.23	26.03	3.57	26.55	40.02	24.07	-0.42	22.15	16.62	68.6	56.4	24.3	36.25	9.81
472.1	341.13	472.16	240.54	508.08	286.65	171.29	609.08	224.41	307.15	731.1	297.62	704.62	747.75	731.65	360.16	510	685.86	193.93	772.8
80.33	126.42	99.47	61.91	94.15	146.4	93.4	57.97	79.57	114.32	62.93	148.58	97.99	98.16	116.28	90.65	42.03	52.9	82.52	95.16
428.75	1523.17	729.11	1462.87	286.27	731.6	1129.56	436.52	1430.22	1557.49	386.64	679.15	775.08	1132.06	1266.27	2125.99	865.08	298.58	344.92	947.96
79.62	135.3	81.17	90.65	135.77	114.31	122.4	61.37	96.31	89.35	97.71	77.83	109.02	82.79	128.74	151.07	111.77	91.91	83.41	138.63
220.27	278.65	217	229.67	243.24	220.78	178.53	268.87	294.81	252.23	260.5	234.47	336.87	324.06	256.01	298.91	240.07	216.9	276.97	333.56
90.91	179.76	75.75	168.33	121.46	157.11	128.74	101.48	150.38	178.81	143.51	109.47	125.9	130.45	83.87	173.94	83	138.76	168.06	147.33
117.04	189.55	152.4	100.75	137.73	126.34	97.03	79.72	21.8	119.16	140.12	59.67	164.26	157.38	88.03	113.51	101.7	110.13	103.89	142.98
168.63	267.95	105.57	141.92	118.86	305.51	133.27	153.16	116.1	197.36	182.52	195.88	162.96	154.31	166.15	213.14	138.4	195.19	174.31	168.37
174.28	74.05	259.23	59.58	114.96	143.73	44.44	307.7	175.55	195.75	40.87	37.5	200.09	154.31	80.55	151.07	188.84	53.76	173.41	155.31
165.09	194	127.28	84.44	218.47	267.14	71.64	179.7	301.7	241.74	101.1	212.8	243.82	197.44	213.56	221.31	106.01	195.19	99.44	247.57
117.75	171.76	136.11	102.31	146.84	171.84	82.52	111.68	223.65	144.14	164.71	175.59	107.72	155.85	187.77	174.76	157.12	113.6	206.42	130.66
27.42	63.4	15.49	19.96	45.43	63.59	19.94	39.62	31.68	16.08	29.84	11.99	15.09	16.78	-2.47	77.58	-8.95	-4.29	62.94	-14.76
184.18	378.66	198.62	257.61	150.74	326.4	309.45	166.09	49.92	25.74	170.65	209.41	221.61	98.93	34.88	289.11	33.41	437.65	156.47	236.65
-5.71	78.48	24.28	37.05	40.88	60.93	33.55	24.67	66.64	37.01	62.08	35.48	22.85	15.24	25.75	44.11	-11.11	27.76	63.83	-5.37
357.76	402.81	459.1	469.26	364.55	503.62	256.25	308.38	621.23	376.66	418.77	444.37	395.44	469.78	350.14	517.63	792.88	309.88	500.71	346.7
-6.41	31.49	-21.03	19.96	50.62	52.26	0.89	4.29	-7.81	24.13	27.3	-6.12	-48.85	-10.06	5.83	42.48	-13.98	1.77	14.91	-11.15
69.03	169.98	23.61	35.5	99.35	135.03	35.36	36.9	106.2	68.41	100.25	9.98	65.57	67.43	39.86	65.34	35.57	78.04	126.17	58.25
131.17	74.93	151.04	26.17	691.02	173.18	21.76	428.34	1875.19	4.82	45.96	71.77	1412.46	9.11	0.02	59.62	1061.54	5.24	3991.99	-7.53
125.52	65.18	151.72	49.48	659.18	153.09	24.48	370.39	1850.81	3.21	27.3	61.02	1443.41	-1.63	-1.64	58.81	1037.14	11.3	3229.07	14.87
-38.81	-90.57	-58.88	-55.41	-57.69	-72.04	-52.67	-32.39	-38.93	-35.41	2.7	-103.85	-74.01	-33.05	-52.26	-11.38	-34.79	-55.37	14.02	-74.68
116.33	160.19	146.97	40.93	140.33	185.91	87.06	66.13	193.86	67.6	70.57	96.67	89.56	149.69	77.23	109.42	85.87	98.85	62.05	108.19
100.09	127.31	319.98	55.69	92.2	141.05	67.11	155.21	172.5	53.92	79.9	140.48	136.95	72.81	80.55	121.67	110.33	86.71	91.43	85.75
-12.05	21.75	-29.82	-12.67	44.78	-1.65	9.05	-24.24	-20.72	-19.32	23.91	-22.87	-26.26	0.67	-25.71	39.22	-16.85	30.36	22.02	-13.31
28.13	36.81	-12.92	52.59	69.46	60.26	29.01	25.35	6.61	0.8	37.48	77.83	-8.17	4.51	5	35.95	14.02	20.83	48.7	-3.2
50.69	165.53	70.33	62.69	135.77	67.59	23.57	57.97	88.7	92.57	73.11	64.38	28.03	100.46	48.16	150.25	-1.06	26.9	125.27	14.87
98.68	140.64	89.3	28.5	109.76	105.63	79.8	48.46	42.32	54.72	77.35	46.23	95.39	104.31	80.55	118.41	40.59	49.43	34.47	55.36
59.86	113.98	111.68	54.92	111.06	122.33	-11.82	106.92	26.36	32.18	40.02	77.15	79.83	54.38	29.9	56.36	406.65	72.84	120.82	30.77
186.31	274.19	143.57	120.95	222.38	215.41	117.87	123.24	494.11	203.01	137.57	161.4	107.07	97.39	97.17	127.39	480.85	137.89	187.69	119.06
160.85	272.41	106.25	127.94	195.67	216.09	107.9	112.36	380.01	168.33	159.62	166.13	115.51	168.16	127.08	184.56	345.7	143.97	204.64	113.99
91.62	99.78	62.2	38.6	99.35	92.94	35.36	172.21	76.53	62.77	81.59	73.12	112.26	70.5	30.73	58.81	112.49	55.5	90.54	100.95
218.14	232.29	159.2	206.38	249.75	218.1	146.85	221.89	134.38	149.78	226.6	258.21	219	237.53	151.18	179.66	144.88	216.9	189.47	222.11
23.9	88.24	47.98	-13.45	28.55	79.6	-10.91	19.92	113.82	31.38	84.99	-1.42	-3.65	69.73	39.03	71.87	51.37	6.97	89.65	26.43
10.5	61.63	-7.51	12.97	55.17	63.59	5.42	1.57	59.8	8.84	23.91	15.35	6.69	2.21	-8.28	57.99	-12.54	14.77	32.69	-11.15
150.25	245.66	171.43	142.7	212.61	299.44	145.04	138.2	195.39	211.07	174.04	228.38	226.84	183.57	146.2	223.76	142	210.82	171.63	219.2
17.55	36.81	-2.1	0.53	29.2	14.98	-5.47	11.76	8.89	-13.69	29.84	-2.09	-26.26	-4.69	-16.58	53.09	3.97	6.97	29.14	-7.53
70.45	893.44	363.76	529.61	100.65	999.81	641.3	195.35	169.44	1034.9	72.26	147.9	215.09	257.6	271.83	599.89	212.64	36.43	989.49	34.38
10.5	74.93	-6.83	2.87	48.03	93.61	9.05	40.98	120.67	21.72	32.39	-14.83	25.44	-4.69	-20.73	64.52	7.56	10.44	45.15	-3.92
14.03	16.44	48.65	33.94	137.73	34.28	0.89	123.24	27.12	74.85	-11.73	-30.91	67.52	17.54	1.68	76.77	-26.89	60.7	11.35	61.14
34.47	105.99	33.08	16.85	70.11	90.27	49.88	6.33	52.2	43.45	73.11	26.76	46.15	62.05	59.79	67.79	-5.36	39.9	96.77	37.27
63.39	101.55	41.88	53.36	76.61	84.27	29.01	34.87	22.56	66.8	71.41	257.53	41.62	55.14	63.94	83.3	30.54	54.63	63.83	38.72
36.59	73.16	27.67	26.17	57.12	54.26	21.76	76.32	40.04	33.79	32.39	63.7	17.03	59.75	10.81	26.16	8.28	37.3	49.59	17.03
49.28	136.19	32.41	53.36	124.72	150.42	30.83	57.29	51.44	53.11	92.62	96.67	59.74	34.42	58.96	83.3	42.75	94.52	119.04	46.68
81.03	112.21	97.44	52.59	68.81	139.05	68.02	104.2	110.01	95.79	45.12	83.21	49.38	55.91	30.73	90.65	111.05	90.18	172.52	71.27
18.26	69.61	-2.1	8.3	56.47	34.28	9.96	14.48	10.41	6.43	38.33	27.43	-3.65	10.64	13.3	66.15	-8.24	26.03	46.04	5.47
-9.23	24.41	-4.81	-0.24	17.52	9.66	-15.45	2.93	-51.83	-11.27	9.48	2.6	-26.9	-23.86	-37.33	47.38	2.53	-8.62	-15.31	-27.76
-22.62	50.1	-20.36	-24.33	-5.83	17.64	-25.44	-32.39	-39.69	-56.32	17.97	-40.96	-26.26	-46.08	-63.88	-4.03	-31.92	-1.69	-0.2	-29.93
35.18	93.57	42.56	39.38	166.36	-0.32	5.42	62.73	24.08	-0.81	5.24	123.62	-74.65	5.27	58.13	131.47	12.58	-4.29	29.14	58.97
-0.07	5.81	-22.39	-11.12	-22.69	54.26	-25.44	-25.6	-63.97	-20.93	17.12	-10.14	46.15	-34.59	-29.86	9.02	-1.06	-23.34	-10.87	-24.15
202.58	110.43	298.12	92.98	165.06	133.03	44.44	384.02	214.48	81.29	83.29	166.13	252.32	150.46	107.97	133.11	399.39	137.03	239.45	133.56
110.68	48.33	11.43	19.18	31.15	64.26	53.51	32.83	-38.17	-12.88	93.47	63.7	51.33	62.82	69.75	57.17	49.93	54.63	16.69	70.55
27.42	48.33	20.22	16.07	80.5	66.93	40.81	47.1	80.33	37.01	68.02	83.21	2.16	12.94	-10.77	63.71	6.84	83.24	113.69	18.48
862.64	1728.93	227.89	1009.15	2679.98	2046.84	1256.46	596.12	688.96	1743.77	1900.81	2629.22	106.42	423.21	880.16	1232.75	633.52	2363.07	763.29	587.32
122.69	158.42	8.05	107.74	116.26	144.4	69.83	70.89	75.77	4.01	178.28	104.75	23.5	70.5	123.75	192.72	83.72	215.16	74.51	34.38
66.21	94.45	19.55	49.48	101.3	110.31	22.66	65.45	47.64	45.06	65.48	65.72	35.79	42.86	68.09	62.89	26.23	42.5	39.81	19.2
65.51	156.64	60.84	84.44	147.49	120.99	60.76	47.1	93.26	53.11	79.05	137.11	83.72	118.92	86.37	96.36	72.21	110.13	103.89	59.7
103.62	169.98	99.47	106.97	126.67	113.65	139.61	107.6	97.07	121.57	181.67	69.76	103.18	118.15	108.8	125.76	75.81	81.51	99.44	129.93
47.87	82.03	9.4	10.63	58.42	63.59	22.66	38.94	37	23.33	29	34.14	26.09	30.58	8.32	58.81	56.4	15.63	82.52	10.53
15.44	98.89	8.05	19.96	55.17	58.26	29.01	21.96	13.45	21.72	29.84	28.1	-2.36	12.17	5	53.09	3.25	19.97	22.91	10.53
97.27	98.89	73.04	57.25	98.05	100.29	52.6	69.53	85.66	61.16	73.11	32.8	107.72	73.57	87.2	107.79	95.94	71.1	66.5	59.7
71.15	152.19	69.65	59.58	105.21	115.65	54.41	56.61	122.19	68.41	84.99	57.65	50.03	51.31	69.75	89.01	17.61	58.96	127.06	49.57
3.45	59.86	-10.89	-3.35	38.29	26.96	-11.82	-9.29	30.16	6.43	20.51	-7.46	-12.05	11.41	0.85	40.03	-9.67	-2.56	32.69	-19.81
101.5	127.31	39.17	30.06	116.91	85.6	68.02	67.49	2.81	35.4	75.65	17.36	64.93	87.4	61.45	60.44	42.75	71.97	56.71	51.02
259.92	223.38	1067.58	452.23	165.71	405.4	193.91	392.88	616.56	176.39	189.3	301.02	276.53	346.5	592.18	357.71	352.95	344.64	200.18	478.48
32.36	84.69	44.59	50.26	105.21	224.14	66.2	55.25	63.6	64.38	63.78	36.16	50.68	68.97	83.04	113.51	26.95	48.56	74.51	24.98
59.16	76.71	71	33.17	98.05	102.29	0.89	145.68	69.68	4.01	70.57	35.48	18.97	22.91	40.69	64.52	10.43	49.43	80.74	96.61
116.33	243.88	100.83	211.03	134.47	254.37	136.89	77.68	140.48	335.43	87.53	295.58	157.75	148.15	120.43	191.09	57.12	140.5	103.89	137.9
450.07	582.77	598.27	650.82	224.99	580.38	422.63	339.72	410.02	409	136.73	270.43	716.01	455.02	667.35	379.75	359.47	186.51	285.91	624.92
83.85	2.27	37.82	49.48	63.61	90.27	7.24	76.32	58.28	25.74	58.69	3.27	42.91	29.82	9.15	81.66	121.84	32.1	126.17	-3.92
-24.02	15.55	-6.16	44.04	-12.97	85.6	123.31	18.56	96.31	144.14	-74.51	247.36	-27.55	92.01	-1.64	160.87	34.13	13.9	40.7	-1.75
278.34	275.08	287.2	100.75	211.95	204.01	121.49	433.11	224.41	285.34	144.36	305.1	288.32	280.77	251.84	149.44	312.38	130.08	170.74	187.24
221.68	299.17	140.86	219.58	284.96	244.96	97.03	214.41	218.3	156.23	329.95	227.7	249.05	233.68	270.99	230.3	176.58	205.61	198.39	230.11
29.54	8.47	39.17	54.92	12.33	93.61	18.13	45.06	-29.07	29.77	44.27	18.7	57.8	2.97	46.5	45.75	14.02	-0.82	-2.87	-35.7
171.45	291.14	134.07	226.56	188.5	249.66	117.87	138.2	336.99	236.9	134.18	121.6	142.15	168.16	181.95	298.09	163.61	143.97	265.36	132.11
-4.3	104.22	24.96	47.15	57.12	175.86	324.76	35.54	129.81	813.73	21.36	-20.86	-20.45	-3.16	-19.07	222.95	-4.65	-13.82	225.17	-41.48
120.57	151.3	106.25	85.99	189.15	135.03	56.23	110.32	129.05	99.82	143.51	122.27	125.9	108.15	157	114.32	100.98	140.5	109.24	98.78
121.28	77.59	173.46	59.58	74.66	99.62	87.96	86.52	-8.57	99.02	50.21	48.92	73.35	88.17	142.87	73.5	97.38	35.56	58.49	101.68
159.44	204.68	144.93	169.1	151.39	197.3	134.18	123.24	195.39	163.49	110.43	156.68	144.1	129.68	160.33	155.97	144.16	122.27	154.69	122.68
138.94	412.64	204.06	329	127.32	320.33	300.44	140.24	263.41	132.86	428.92	4.61	250.36	209.77	187.77	250.72	241.51	203.01	146.66	190.14
48.58	102.44	-29.82	-19.67	58.42	116.99	-5.47	28.07	-75.34	12.87	43.42	-30.91	11.86	13.71	-58.07	58.81	15.46	15.63	91.43	8.36
136.82	121.98	147.65	117.06	163.11	166.48	127.83	111.68	119.15	119.96	134.18	118.9	116.16	125.84	137.05	160.06	97.38	143.1	127.06	121.96
119.16	254.57	106.93	125.61	147.49	203.34	110.62	108.28	160.29	155.43	146.06	188.44	120.7	139.68	137.88	163.32	121.12	112.73	143.99	179.98
211.77	314.34	146.29	232.77	203.48	276.56	170.39	182.42	11.17	284.53	172.34	32.13	204.65	209.77	145.36	228.66	161.45	146.57	151.12	244.65
289.68	367.04	375.4	446.03	287.57	374.31	283.32	339.04	462.44	468.06	287.61	120.25	313.89	373.6	678.21	508.66	347.15	263.82	461.29	303.65
26.72	81.14	6.69	19.18	71.41	46.93	18.13	35.54	32.44	12.06	46.81	54.29	7.98	27.52	5.83	56.36	14.74	18.23	67.39	5.47
49.99	65.18	37.82	53.36	100	60.26	31.74	53.21	56.76	41.84	62.93	19.37	38.38	49.77	48.16	91.46	65.03	76.3	51.37	35.83
35.88	40.35	8.05	9.08	31.8	86.27	1.79	21.28	46.12	-26.56	9.48	-4.77	5.4	23.68	19.11	37.59	6.84	2.64	62.05	-15.48
58.45	108.66	28.34	26.95	87	87.61	51.69	37.58	41.56	94.99	51.9	47.57	47.44	55.14	34.05	65.34	13.3	41.63	87.87	48.85
146.01	77.59	4.66	26.17	95.45	56.93	23.57	36.22	24.84	30.57	43.42	19.37	7.34	19.84	14.96	47.38	387.77	31.23	23.8	7.64
16.85	78.48	26.31	20.73	66.21	35.61	11.77	10.41	-0.98	19.3	42.57	34.81	-6.88	16.01	-6.62	44.93	-8.95	19.1	54.93	-11.87
64.8	82.03	47.3	36.27	76.61	93.61	22.66	64.77	57.52	45.06	67.17	30.11	45.5	54.38	16.62	32.69	76.53	32.96	43.37	25.71
42.93	100.67	6.02	30.06	80.5	84.27	31.74	26.71	62.08	57.14	60.39	59	24.15	41.33	24.09	67.79	19.76	39.03	83.41	37.27
111.39	149.52	110.32	211.81	110.41	168.49	102.47	198.07	208.37	99.02	168.1	145.2	250.36	134.3	248.51	149.44	176.58	100.59	104.79	148.78
76.8	102.44	66.26	58.03	101.95	105.63	38.99	74.28	75.77	37.82	77.35	67.74	37.73	48.24	34.88	85.75	49.22	43.36	107.46	38.72
12.62	65.18	-7.51	15.3	57.77	42.27	-5.47	-2.5	-7.06	18.5	14.57	12.66	-21.74	2.21	3.34	49.83	-3.93	14.77	40.7	-8.98
65.51	62.52	5.34	24.62	57.12	81.6	21.76	11.08	-15.41	16.08	29	12.66	51.33	19.08	-9.11	66.15	-22.59	12.17	27.36	-3.92
30.24	12.89	14.13	9.08	40.88	22.96	-8.19	16.52	1.3	-4.84	12.03	-0.75	-20.45	23.68	8.32	39.22	3.25	0.91	23.8	-19.09
49.99	81.14	24.28	22.29	56.47	59.6	25.39	22.63	33.96	32.18	42.57	37.5	20.91	40.56	28.24	58.81	9.71	29.5	40.7	37.27
54.92	39.47	27.67	16.07	43.48	66.93	11.77	66.13	35.48	14.48	35.78	-0.75	26.09	21.38	25.75	25.34	6.84	8.7	79.85	22.82
746.7	991.57	814.53	667.77	672.18	838.05	543.96	867.42	762.37	736.05	635.45	1012.96	763.66	661.97	633.1	801.18	587.41	595.72	935.94	699.52
72.56	30.61	56.78	-3.35	78.56	57.6	23.57	53.21	-0.98	-0.01	36.63	24.07	11.21	47.47	33.22	75.95	38.44	20.83	28.25	80.68
77.5	151.3	87.27	404.2	44.13	188.59	218.32	105.56	58.28	114.32	34.09	28.1	125.25	125.07	39.03	226.21	37.72	28.63	230.53	33.66
100.8	103.33	83.88	60.36	84.4	98.95	134.18	66.81	52.96	60.36	95.17	54.97	92.8	78.95	103.81	100.44	64.31	52.9	66.5	122.68
2.75	50.1	-8.86	9.08	43.48	40.94	5.42	6.33	-13.13	1.6	28.15	-6.79	-12.7	9.11	-9.11	42.48	-5.36	10.44	26.47	-15.48
6.98	97.12	-0.75	25.4	47.38	80.93	13.59	22.63	52.96	13.67	51.9	89.27	11.21	28.28	-9.11	48.2	-9.67	117.94	36.25	-12.59
76.09	120.2	73.04	37.83	91.55	79.6	50.79	85.16	90.22	82.91	50.21	74.46	83.72	89.71	79.72	106.98	69.34	61.57	74.51	97.33
88.8	169.09	71	106.19	122.11	196.63	132.36	107.6	138.95	176.39	96.01	154.65	147.35	127.38	166.98	140.45	48.5	104.06	119.93	93.71
223.1	124.64	211.55	107.74	93.5	132.36	77.99	324.05	105.44	36.21	124	79.85	149.3	232.91	101.32	138.82	93.06	56.36	106.57	106.75
191.96	338.45	164.63	207.15	198.27	233.54	150.48	193.31	222.88	240.93	226.6	285.38	235.98	205.14	206.07	296.46	156.4	214.3	181.44	235.93
257.79	179.76	131.36	170.66	251.71	209.38	187.58	153.16	174.02	208.65	143.51	363.01	112.26	158.92	201.91	155.97	176.58	243.83	197.5	187.24
203.28	135.3	56.78	168.33	139.68	145.07	146.85	130.04	89.46	120.77	82.44	254.82	74.64	105.08	186.94	198.44	100.26	140.5	103.89	91.54
218.14	163.75	92.69	40.16	203.48	243.61	121.49	171.53	190.04	107.07	173.19	184.38	239.25	234.45	138.71	134.74	271.86	167.4	78.07	214.84
114.21	339.35	110.32	104.64	167.01	199.99	125.12	68.85	118.38	16.08	128.24	28.77	82.42	42.86	146.2	156.79	185.95	110.13	-2.87	171.27
6.27	45.67	16.84	6.75	69.46	45.6	-0.02	26.71	11.93	-21.73	35.78	10.65	-22.38	-0.09	-12.43	50.64	45.62	6.11	28.25	-25.59
327.96	443.96	314.51	370.1	314.97	507.02	371.51	373.8	306.3	532.01	349.42	229.05	482.02	417	451.9	486.65	363.1	335.95	463.09	244.65
52.81	82.03	66.94	25.4	66.21	69.59	21.76	86.52	37.76	20.11	46.81	56.98	18.97	25.98	13.3	50.64	54.25	40.76	56.71	6.92
20.37	47.44	-2.1	24.62	74.01	66.26	68.02	49.82	-22.24	53.92	65.48	34.14	34.5	45.17	-27.37	44.11	63.59	45.96	46.04	66.21
196.21	256.36	209.51	200.16	141.63	235.55	151.38	208.96	134.38	215.91	174.89	253.46	187.7	198.98	210.23	190.27	121.12	148.31	108.35	243.2
2586.62	1378.26	1280.02	1426.86	471.56	1764.28	1107.89	2532.38	1935.63	2421.7	873.07	2136.73	2207.24	2096.1	2423.98	1426.49	2104.5	1284.71	97.66	3550.39
111.39	63.4	87.27	32.39	76.61	55.6	20.85	93.32	16.48	17.69	47.66	30.11	85.66	137.38	53.98	63.71	52.09	12.17	35.36	87.92
273.38	325.06	295.39	307.28	161.81	307.53	215.61	198.07	307.07	276.45	141.81	513.67	249.05	317.87	325.14	294.01	172.98	137.89	55.82	265.03
-2.89	48.33	62.2	41.71	60.36	68.26	10.87	11.76	16.48	37.82	29.84	22.73	-5.59	46.7	5	35.95	-19.72	6.97	-9.98	2.58
488.45	433.22	374.03	282.45	294.09	464.97	251.74	443.34	336.22	351.59	499.85	332.33	622.35	496.19	423.53	353.63	446.63	465.46	240.35	348.16
39.41	83.8	42.56	33.17	144.88	71.6	29.01	57.29	11.93	9.65	213.04	190.47	11.86	32.89	18.28	38.4	50.65	202.14	65.61	16.31
45.76	66.95	13.46	13.74	88.3	68.93	18.13	78.36	28.64	16.89	45.12	34.14	11.21	32.12	9.98	71.05	124.72	25.16	57.6	28.6
28.13	79.37	6.69	21.51	96.1	56.93	18.13	25.35	62.84	15.28	51.05	32.13	0.23	5.27	20.77	52.28	54.25	49.43	82.52	7.64
550.31	808.5	485.91	729.35	369.77	840.78	507.49	456.97	848.56	879.21	377.34	640.45	646.4	781.3	915.98	697.44	494.69	398.54	430.84	677.35
40.82	75.82	22.25	31.61	77.26	58.26	31.74	33.51	78.05	66.8	51.9	38.84	15.74	29.05	27.41	37.59	14.74	35.56	63.83	41.61
102.92	156.64	104.9	138.81	160.5	164.47	78.9	100.12	128.29	135.27	30.69	104.75	116.81	132.76	137.05	140.45	82.28	108.39	119.04	87.92
16.85	64.29	6.69	23.07	68.16	58.26	5.42	13.8	-15.41	29.77	40.02	25.41	-2.36	16.01	10.81	51.46	-11.11	15.63	45.15	4.03
8.39	56.31	-4.13	-7.23	50.62	38.28	9.05	22.63	-27.55	8.84	19.66	-2.76	2.81	19.84	18.28	-0.77	-5.36	15.63	14.02	-40.03
177.82	225.17	190.46	138.04	239.32	169.83	139.61	162.01	177.07	169.13	207.95	170.86	209.22	213.62	243.52	165.77	147.04	167.4	168.06	241.74
-22.62	-3.04	-26.44	-16.56	15.57	-15.61	-20.9	-5.9	24.84	-26.56	-13.42	-16.84	-28.84	-10.83	-30.69	14.73	-36.94	-18.15	9.57	-45.09
9.09	39.47	-17.65	8.3	51.27	16.31	5.42	17.2	14.97	10.45	30.69	34.14	-8.82	-0.86	-10.77	48.2	20.48	13.9	14.91	-11.15
377.63	519.16	423.39	393.35	354.11	523.98	364.33	287.26	785.84	379.08	340.11	503.36	450.91	417.78	524.53	429.54	352.95	350.73	332.4	525.5
